"word","word_acc","stress_pattern","closure_pattern","closure","pos","feats","ending_st"
"потрушу","потрушу'","001","1","masc","V","V,сов,пе=непрош,ед,изъяв,1-л","шу'"
"остермам","остерма'м","001","1","masc","S","S,жен,неод=дат,мн","а'м"
"запрещает","запреща'ет","0010","10","fem","V","V,пе=непрош,ед,изъяв,3-л,несов","а'ет"
"приобресть","приобре'сть","001","1","masc","S","S,жен,неод=(вин,ед|им,ед)","е'сть"
"докажем","дока'жем","010","10","fem","V","V=(мн,пов,1-л,сов|непрош,мн,изъяв,1-л,сов)","а'жем"
"похвалу","похвалу'","001","1","masc","S","S,жен,неод=вин,ед","лу'"
"даровать","дарова'ть","001","1","masc","V","V,пе=(инф,несов|инф,сов)","а'ть"
"предстану","предста'ну","010","10","fem","V","V,нп=непрош,ед,изъяв,1-л,сов","а'ну"
"устремляю","устремля'ю","0010","10","fem","V","V,пе=непрош,ед,изъяв,1-л,несов","я'ю"
"личиной","личи'ной","010","10","fem","S","S,жен,неод=твор,ед","и'ной"
"апполоне","апполо'не","0010","10","fem","S","S,имя,муж,од=пр,ед","о'не"
"бросай","броса'й","01","1","masc","V","V=ед,пов,2-л,несов,пе","а'й"
"обум","обу'м","01","1","masc","S","S,муж,неод=(вин,ед|им,ед)","у'м"
"прямее","пряме'е","010","10","fem","ADV","ADV=срав","е'е"
"пустяков","пустяко'в","001","1","masc","S","S,муж,неод=род,мн","о'в"
"должника","должника'","001","1","masc","S","S,муж,од=(вин,ед|род,ед)","ка'"
"поклониться","поклони'ться","0010","10","fem","V","V,сов,нп=инф","и'ться"
"дремоте","дремо'те","010","10","fem","S","S,жен,неод=(пр,ед|дат,ед)","о'те"
"слезку","слё'зку","10","10","fem","S","S,жен,неод=вин,ед","ё'зку"
"оттолкнет","оттолкнё'т","001","1","masc","V","V,пе=непрош,ед,изъяв,3-л,сов","ё'т"
"возвратися","возвра'тися","0100","100","dactylic","S","S,обсц,жен,неод=им,ед","а'тися"
"самих","сами'х","01","1","masc","APRO","APRO=(пр,мн|род,мн|вин,мн,од)","и'х"
"пирамидах","пирами'дах","0010","10","fem","S","S,жен,неод=пр,мн","и'дах"
"вкусит","вкуси'т","01","1","masc","V","V=непрош,ед,изъяв,3-л,сов","и'т"
"превозносят","превозно'сят","0010","10","fem","V","V=непрош,мн,изъяв,3-л,несов,пе","о'сят"
"жеманство","жема'нство","010","10","fem","S","S,сред,неод=(вин,ед|им,ед)","а'нство"
"расстилал","расстила'л","001","1","masc","V","V=прош,ед,изъяв,муж,несов,пе","а'л"
"ливрей","ливре'й","01","1","masc","S","S,жен,неод=род,мн","е'й"
"отличает","отлича'ет","0010","10","fem","V","V,пе=непрош,ед,изъяв,3-л,несов","а'ет"
"любима","люби'ма","010","10","fem","A","A=ед,кр,жен","и'ма"
"осуществляет","осуществля'ет","00010","10","fem","V","V,пе=непрош,ед,изъяв,3-л,несов","я'ет"
"оживило","оживи'ло","0010","10","fem","V","V,пе=прош,ед,изъяв,сред,сов","и'ло"
"жук","жу'к","1","1","masc","S","S,муж,од=им,ед","у'к"
"мучь","му'чь","1","1","masc","V","V,несов=ед,пов,2-л,пе","у'чь"
"вянь","вя'нь","1","1","masc","V","V,несов,нп=ед,пов,2-л","я'нь"
"хрусталях","хрусталя'х","001","1","masc","S","S,муж,неод=пр,мн","я'х"
"разделкой","разде'лкой","010","10","fem","S","S,жен,неод=твор,ед","е'лкой"
"врут","вру'т","1","1","masc","V","V,несов,пе=непрош,мн,изъяв,3-л","у'т"
"гуляка","гуля'ка","010","10","fem","S","S,мж,од=им,ед","я'ка"
"смотру","смотру'","01","1","masc","S","S,муж,неод=(дат,ед|местн,ед)","ру'"
"детстве","де'тстве","10","10","fem","S","S,сред,неод=пр,ед","е'тстве"
"шведах","шве'дах","10","10","fem","S","S,муж,од=пр,мн","е'дах"
"шагах","шага'х","01","1","masc","S","S,муж,неод=пр,мн","а'х"
"испытует","испыту'ет","0010","10","fem","V","V,несов,нп=непрош,ед,изъяв,3-л","у'ет"
"лучезарном","лучеза'рном","0010","10","fem","A","A=(пр,ед,полн,муж|пр,ед,полн,сред)","а'рном"
"распустив","распусти'в","001","1","masc","V","V=прош,деепр,сов","и'в"
"соглашено","соглашено'","0001","1","masc","V","V=прош,ед,прич,кр,сред,сов,страд,пе","но'"
"утонченным","уто'нченным","0100","100","dactylic","A","A=(дат,мн,полн|твор,ед,полн,муж|твор,ед,полн,сред)","о'нченным"
"безыменных","безымё'нных","0010","10","fem","A","A=(пр,мн,полн|вин,мн,полн,од|род,мн,полн)","ё'нных"
"книгохранилищ","кни`гохрани'лищ","00010","10","fem","S","S,сред,неод=род,мн","и'лищ"
"навесы","наве'сы","010","10","fem","S","S,муж,неод=(вин,мн|им,мн)","е'сы"
"питомец","пито'мец","010","10","fem","S","S,муж,од=им,ед","о'мец"
"черноокий","черноо'кий","0010","10","fem","A","A=(вин,ед,полн,муж,неод|им,ед,полн,муж)","о'кий"
"сбегали","сбе'гали","100","100","dactylic","V","V,нп=(прош,мн,изъяв,несов|прош,мн,изъяв,сов)","е'гали"
"гитарой","гита'рой","010","10","fem","S","S,жен,неод=твор,ед","а'рой"
"седова","седо'ва","010","10","fem","S","S,фам,муж,од=(вин,ед|род,ед)","о'ва"
"незнал","незна'л","01","1","masc","S","S,муж,неод=(вин,ед|им,ед)","а'л"
"воплощенный","воплощё'нный","0010","10","fem","A","A=(вин,ед,полн,муж,неод|им,ед,полн,муж)","ё'нный"
"зашевелятся","зашевеля'тся","00010","10","fem","V","V,сов,нп=непрош,мн,изъяв,3-л","я'тся"
"меломан","мелома'н","001","1","masc","S","S,муж,од=им,ед","а'н"
"напоён","напоё'н","001","1","masc","V","V,сов,пе=прош,ед,прич,кр,муж,страд","ё'н"
"облилось","обли'лось","010","10","fem","V","V,нп=прош,ед,изъяв,сред,сов","и'лось"
"горделивым","гордели'вым","0010","10","fem","A","A=(дат,мн,полн|твор,ед,полн,муж|твор,ед,полн,сред)","и'вым"
"приютит","приюти'т","001","1","masc","V","V,сов,пе=непрош,ед,изъяв,3-л","и'т"
"катерами","катера'ми","0010","10","fem","S","S,муж,неод=твор,мн","а'ми"
"моряками","моряка'ми","0010","10","fem","S","S,муж,од=твор,мн","а'ми"
"голубели","голубе'ли","0010","10","fem","V","V,несов,нп=прош,мн,изъяв","е'ли"
"снастям","снастя'м","01","1","masc","S","S,жен,неод=дат,мн","я'м"
"рулевые","рулевы'е","0010","10","fem","A","A=(вин,мн,полн,неод|им,мн,полн)","ы'е"
"приношу","приношу'","001","1","masc","V","V=непрош,ед,изъяв,1-л,несов,пе","шу'"
"безъизвестный","безъизве'стный","0010","10","fem","A","A=(вин,ед,полн,муж,неод|им,ед,полн,муж)","е'стный"
"спасатель","спаса'тель","010","10","fem","S","S,муж,од=им,ед","а'тель"
"учеников","ученико'в","0001","1","masc","S","S,муж,од=(вин,мн|род,мн)","о'в"
"клёву","клё'ву","10","10","fem","S","S,муж,неод=дат,ед","ё'ву"
"посвящены","посвящены'","0001","1","masc","V","V,пе=прош,мн,прич,кр,сов,страд","ны'"
"приносила","приноси'ла","0010","10","fem","V","V=прош,ед,изъяв,жен,несов,пе","и'ла"
"прилетев","прилете'в","001","1","masc","V","V,нп=прош,деепр,сов","е'в"
"прохладней","прохла'дней","010","10","fem","A","A=срав","а'дней"
"барышком","барышко'м","001","1","masc","S","S,муж,неод=твор,ед","о'м"
"приплатиться","приплати'ться","0010","10","fem","V","V,несов,нп=инф","и'ться"
"дунаю","ду'наю","100","100","dactylic","S","S,гео,муж,неод=дат,ед","у'наю"
"письмецо","письмецо'","001","1","masc","S","S,сред,неод=(вин,ед|им,ед)","цо'"
"раскрывши","раскры'вши","010","10","fem","V","V=прош,деепр,сов,пе","ы'вши"
"незнакомый","незнако'мый","0010","10","fem","A","A=(вин,ед,полн,муж,неод|им,ед,полн,муж)","о'мый"
"редела","реде'ла","010","10","fem","V","V,несов,нп=прош,ед,изъяв,жен","е'ла"
"ворон","воро'н","01","1","masc","S","S,муж,од=им,ед","о'н"
"пуццоли","пуццо'ли","010","10","fem","S","S,мн,неод=(пр|вин|дат|род|твор|им)","о'ли"
"греховной","грехо'вной","010","10","fem","A","A=(пр,ед,полн,жен|дат,ед,полн,жен|род,ед,полн,жен|твор,ед,полн,жен)","о'вной"
"вечен","ве'чен","10","10","fem","A","A=ед,кр,муж","е'чен"
"всуе","всу'е","10","10","fem","ADV","ADV=","у'е"
"созовем","созовё'м","001","1","masc","V","V,пе=(мн,пов,1-л,сов|непрош,мн,изъяв,1-л,сов)","ё'м"
"личину","личи'ну","010","10","fem","S","S,жен,неод=вин,ед","и'ну"
"заклеймит","заклейми'т","001","1","masc","V","V,сов,пе=непрош,ед,изъяв,3-л","и'т"
"веришь","ве'ришь","10","10","fem","V","V,несов,нп=непрош,ед,изъяв,2-л","е'ришь"
"клубясь","клубя'сь","01","1","masc","V","V,несов,нп=непрош,деепр","я'сь"
"потухаю","потуха'ю","0010","10","fem","V","V,нп=непрош,ед,изъяв,1-л,несов","а'ю"
"ежегодно","ежего'дно","0010","10","fem","ADV","ADV=","о'дно"
"всесильным","всеси'льным","010","10","fem","A","A=(дат,мн,полн|твор,ед,полн,муж|твор,ед,полн,сред)","и'льным"
"стеченье","стече'нье","010","10","fem","S","S,сред,неод=(пр,ед|вин,ед|им,ед)","е'нье"
"минаретом","минаре'том","0010","10","fem","S","S,муж,неод=твор,ед","е'том"
"необъятных","необъя'тных","0010","10","fem","A","A=(пр,мн,полн|вин,мн,полн,од|род,мн,полн)","я'тных"
"навожу","навожу'","001","1","masc","V","V=непрош,ед,изъяв,1-л,несов,пе","жу'"
"правьте","пра'вьте","10","10","fem","V","V,несов,пе=мн,пов,2-л","а'вьте"
"горящих","горя'щих","010","10","fem","V","V,несов,нп=(непрош,пр,мн,прич,полн,действ|непрош,род,мн,прич,полн,действ|непрош,вин,мн,прич,полн,действ,од)","я'щих"
"пучин","пучи'н","01","1","masc","S","S,жен,неод=род,мн","и'н"
"обнажены","обнажены'","0001","1","masc","A","A=мн,кр","ны'"
"рассветный","рассве'тный","010","10","fem","A","A=(вин,ед,полн,муж,неод|им,ед,полн,муж)","е'тный"
"снопов","снопо'в","01","1","masc","S","S,муж,неод=род,мн","о'в"
"считала","счита'ла","010","10","fem","V","V,несов,пе=прош,ед,изъяв,жен","а'ла"
"прижала","прижа'ла","010","10","fem","V","V,пе=прош,ед,изъяв,жен,сов","а'ла"
"въедался","въеда'лся","010","10","fem","V","V,нп=прош,ед,изъяв,муж,несов","а'лся"
"золотилось","золоти'лось","0010","10","fem","V","V,несов,нп=прош,ед,изъяв,сред","и'лось"
"тлетворной","тлетво'рной","010","10","fem","A","A=(пр,ед,полн,жен|дат,ед,полн,жен|род,ед,полн,жен|твор,ед,полн,жен)","о'рной"
"воротам","воро'там","010","10","fem","S","S,мн,неод=дат","о'там"
"уроните","урони'те","0010","10","fem","V","V,сов,пе=(непрош,мн,изъяв,2-л|мн,пов,2-л)","и'те"
"гробовова","гробово'ва","0010","10","fem","S","S,фам,муж,од=(вин,ед|род,ед)","о'ва"
"корину","кори'ну","010","10","fem","S","S,фам,муж,од=дат,ед","и'ну"
"полугар","полуга'р","001","1","masc","S","S,муж,неод=(вин,ед|им,ед)","а'р"
"погостить","погости'ть","001","1","masc","V","V,сов,нп=инф","и'ть"
"сгложет","сгло'жет","10","10","fem","V","V=непрош,ед,изъяв,3-л,сов","о'жет"
"янтарь","янта'рь","01","1","masc","S","S,муж,неод=(вин,ед|им,ед)","а'рь"
"дозревало","дозрева'ло","0010","10","fem","V","V,нп=прош,ед,изъяв,сред,несов","а'ло"
"червяк","червя'к","01","1","masc","S","S,муж,од=им,ед","я'к"
"длинным","дли'нным","10","10","fem","A","A=(дат,мн,полн|твор,ед,полн,муж|твор,ед,полн,сред)","и'нным"
"черноока","черноо'ка","0010","10","fem","A","A=ед,кр,жен","о'ка"
"обосжет","обо'сжет","010","10","fem","ADV","ADV,вводн=","о'сжет"
"отлетает","отлета'ет","0010","10","fem","V","V,нп=непрош,ед,изъяв,3-л,несов","а'ет"
"зеленой","зелё'ной","010","10","fem","A","A=(пр,ед,полн,жен|дат,ед,полн,жен|род,ед,полн,жен|твор,ед,полн,жен)","ё'ной"
"палимы","пали'мы","010","10","fem","V","V,несов,пе=непрош,мн,прич,кр,страд","и'мы"
"беспорядке","беспоря'дке","0010","10","fem","S","S,муж,неод=пр,ед","я'дке"
"застучал","застуча'л","001","1","masc","V","V,сов,нп=прош,ед,изъяв,муж","а'л"
"дорожку","доро'жку","010","10","fem","S","S,жен,неод=вин,ед","о'жку"
"поспешая","поспеша'я","0010","10","fem","V","V,несов,нп=непрош,деепр","а'я"
"достанешь","доста'нешь","010","10","fem","V","V,пе=непрош,ед,изъяв,2-л,сов","а'нешь"
"гоняться","гоня'ться","010","10","fem","V","V,несов,нп=инф","я'ться"
"простилась","прости'лась","010","10","fem","V","V,нп=прош,ед,изъяв,жен,сов","и'лась"
"досягнуть","досягну'ть","001","1","masc","V","V,нп=инф,сов","у'ть"
"наведет","наведё'т","001","1","masc","V","V=непрош,ед,изъяв,3-л,сов","ё'т"
"кормой","кормо'й","01","1","masc","S","S,жен,неод=твор,ед","о'й"
"несурово","несу'рово","0100","100","dactylic","ADV","ADV=","у'рово"
"злобной","зло'бной","10","10","fem","A","A=(пр,ед,полн,жен|дат,ед,полн,жен|род,ед,полн,жен|твор,ед,полн,жен)","о'бной"
"находить","находи'ть","001","1","masc","V","V=инф,несов","и'ть"
"разорвать","разорва'ть","001","1","masc","V","V,пе=инф,сов","а'ть"
"рокотали","рокота'ли","0010","10","fem","V","V,несов,нп=прош,мн,изъяв","а'ли"
"оживляй","оживля'й","001","1","masc","V","V,пе=ед,пов,2-л,несов","я'й"
"кружками","кру'жками","100","10","fem","S","S,жен,неод=твор,мн","а'ми"
"тканья","тканья'","01","1","masc","S","S,ед,сред,неод=род","ья'"
"занавес","за'навес","100","100","dactylic","S","S,муж,неод=(вин,ед|им,ед)","а'навес"
"юдольной","ю'дольной","100","100","dactylic","A","A=(пр,ед,полн,жен|дат,ед,полн,жен|род,ед,полн,жен|твор,ед,полн,жен)","ю'дольной"
"облачил","облачи'л","001","1","masc","V","V,пе=прош,ед,изъяв,муж,сов","и'л"
"безверья","безве'рья","010","10","fem","S","S,сред,неод=(вин,мн|род,ед|им,мн)","е'рья"
"распалял","распаля'л","001","1","masc","V","V,пе=прош,ед,изъяв,муж,несов","я'л"
"являлось","явля'лось","010","10","fem","V","V,нп=прош,ед,изъяв,сред,несов","я'лось"
"сроднил","сродни'л","01","1","masc","V","V,сов,пе=прош,ед,изъяв,муж","и'л"
"испепеленный","испепелё'нный","00010","10","fem","V","V,пе=(прош,вин,ед,прич,полн,муж,сов,страд,неод|прош,им,ед,прич,полн,муж,сов,страд)","ё'нный"
"звезду","звезду'","01","1","masc","S","S,жен,неод=вин,ед","ду'"
"полуночный","полу'ночный","0100","100","dactylic","A","A=(вин,ед,полн,муж,неод|им,ед,полн,муж)","у'ночный"
"возвестят","возвестя'т","001","1","masc","V","V=непрош,мн,изъяв,3-л,сов","я'т"
"мальвины","мальви'ны","010","10","fem","S","S,имя,жен,од=(род,ед|им,мн)","и'ны"
"впивался","впива'лся","010","10","fem","V","V,нп=прош,ед,изъяв,муж,несов","а'лся"
"муравья","муравья'","001","1","masc","S","S,муж,од=(вин,ед|род,ед)","ья'"
"привстанет","привста'нет","010","10","fem","V","V,нп=непрош,ед,изъяв,3-л,сов","а'нет"
"муравейник","мураве'йник","0010","10","fem","S","S,муж,неод=(вин,ед|им,ед)","е'йник"
"веренице","верени'це","0010","10","fem","S","S,жен,неод=(пр,ед|дат,ед)","и'це"
"теплицу","тепли'цу","010","10","fem","S","S,жен,неод=вин,ед","и'цу"
"бесчеловечность","бесчелове'чность","00010","10","fem","S","S,жен,неод=(вин,ед|им,ед)","е'чность"
"закрой","закро'й","01","1","masc","V","V=ед,пов,2-л,сов","о'й"
"возвращенья","возвраще'нья","0010","10","fem","S","S,сред,неод=(вин,мн|род,ед|им,мн)","е'нья"
"перевязали","перевяза'ли","00010","10","fem","V","V=прош,мн,изъяв,сов","а'ли"
"иссушили","иссуши'ли","0010","10","fem","V","V,пе=прош,мн,изъяв,сов","и'ли"
"восхищенный","восхи'щенный","0100","100","dactylic","A","A=(вин,ед,полн,муж,неод|им,ед,полн,муж)","и'щенный"
"пробей","пробе'й","01","1","masc","V","V,пе=ед,пов,2-л,сов","е'й"
"пело","пе'ло","10","10","fem","V","V,несов,пе=прош,ед,изъяв,сред","е'ло"
"вила","вила'","01","1","masc","V","V,несов,пе=прош,ед,изъяв,жен","ла'"
"озерами","озё'рами","0100","10","fem","S","S,сред,неод=твор,мн","а'ми"
"кивает","кива'ет","010","10","fem","V","V,несов,нп=непрош,ед,изъяв,3-л","а'ет"
"засветился","засвети'лся","0010","10","fem","V","V,нп=прош,ед,изъяв,муж,сов","и'лся"
"отдохнула","отдохну'ла","0010","10","fem","V","V,нп=прош,ед,изъяв,жен,сов","у'ла"
"катися","кати'ся","010","10","fem","S","S,обсц,жен,неод=им,ед","и'ся"
"стесняли","стесня'ли","010","10","fem","V","V,пе=прош,мн,изъяв,несов","я'ли"
"тельца","тельца'","01","1","masc","S","S,сред,неод=(вин,мн|род,ед|им,мн)","ца'"
"намогильные","намоги'льные","00100","100","dactylic","A","A=(вин,мн,полн,неод|им,мн,полн)","и'льные"
"разбегаются","разбега'ются","00100","100","dactylic","V","V,несов,нп=непрош,мн,изъяв,3-л","а'ются"
"несчастливого","несчастли'вого","00100","100","dactylic","A","A=(вин,ед,полн,муж,од|род,ед,полн,муж|род,ед,полн,сред)","и'вого"
"тысячелетий","тысячеле'тий","00010","10","fem","S","S,сред,неод=род,мн","е'тий"
"побитой","поби'той","010","10","fem","V","V,пе=(прош,пр,ед,прич,полн,жен,сов,страд|прош,дат,ед,прич,полн,жен,сов,страд|прош,род,ед,прич,полн,жен,сов,страд|прош,твор,ед,прич,полн,жен,сов,страд)","и'той"
"омрачила","омрачи'ла","0010","10","fem","V","V,пе=прош,ед,изъяв,жен,сов","и'ла"
"напиталась","напита'лась","0010","10","fem","V","V,нп=прош,ед,изъяв,жен,сов","а'лась"
"проведать","прове'дать","010","10","fem","V","V,пе=инф,сов","е'дать"
"титан","тита'н","01","1","masc","S","S,муж,од=им,ед","а'н"
"ревучий","реву'чий","010","10","fem","A","A=(вин,ед,полн,муж,неод|им,ед,полн,муж)","у'чий"
"тся","тся'","1","1","masc","S","S,ед,сред,од=(вин|им)","ся'"
"цареграда","царегра'да","0010","10","fem","S","S,жен,неод=им,ед","а'да"
"перечтите","перечти'те","0010","10","fem","V","V=мн,пов,2-л,сов","и'те"
"пеан","пеа'н","01","1","masc","S","S,муж,неод=(вин,ед|им,ед)","а'н"
"дубравный","дубра'вный","010","10","fem","A","A=(вин,ед,полн,муж,неод|им,ед,полн,муж)","а'вный"
"наводите","наводи'те","0010","10","fem","V","V=(непрош,мн,изъяв,2-л,несов,пе|мн,пов,2-л,несов,пе)","и'те"
"кривых","кривы'х","01","1","masc","A","A=(пр,мн,полн|вин,мн,полн,од|род,мн,полн)","ы'х"
"полк","по'лк","1","1","masc","S","S,муж,неод=(вин,ед|им,ед)","о'лк"
"прижимают","прижима'ют","0010","10","fem","V","V,пе=непрош,мн,изъяв,3-л,несов","а'ют"
"безродный","безро'дный","010","10","fem","A","A=(вин,ед,полн,муж,неод|им,ед,полн,муж)","о'дный"
"вращались","враща'лись","010","10","fem","V","V,несов,нп=прош,мн,изъяв","а'лись"
"столичным","столи'чным","010","10","fem","A","A=(дат,мн,полн|твор,ед,полн,муж|твор,ед,полн,сред)","и'чным"
"бесстрастьем","бесстра'стьем","010","10","fem","S","S,сред,неод=твор,ед","а'стьем"
"восхищался","восхища'лся","0010","10","fem","V","V,нп=прош,ед,изъяв,муж,несов","а'лся"
"упованью","упова'нью","0010","10","fem","S","S,сред,неод=дат,ед","а'нью"
"взойди","взойди'","01","1","masc","V","V,нп=ед,пов,2-л,сов","ди'"
"палату","пала'ту","010","10","fem","S","S,жен,неод=вин,ед","а'ту"
"лебедки","лебё'дки","010","10","fem","S","S,жен,неод=(вин,мн|род,ед|им,мн)","ё'дки"
"женат","жена'т","01","1","masc","A","A=ед,кр,муж","а'т"
"виноградик","виногра'дик","0010","10","fem","S","S,имя,муж,од=им,ед","а'дик"
"краснощекой","краснощё'кой","0010","10","fem","A","A=(пр,ед,полн,жен|дат,ед,полн,жен|род,ед,полн,жен|твор,ед,полн,жен)","ё'кой"
"городам","города'м","001","1","masc","S","S,муж,неод=дат,мн","а'м"
"лицемерье","лицеме'рье","0010","10","fem","S","S,сред,неод=(пр,ед|вин,ед|им,ед)","е'рье"
"обзаведись","обзаведи'сь","0001","1","masc","V","V,нп=ед,пов,2-л,сов","и'сь"
"найди","найди'","01","1","masc","V","V=ед,пов,2-л,сов,пе","ди'"
"цветистой","цвети'стой","010","10","fem","A","A=(пр,ед,полн,жен|дат,ед,полн,жен|род,ед,полн,жен|твор,ед,полн,жен)","и'стой"
"соловьиный","соловьи'ный","0010","10","fem","A","A=(вин,ед,полн,муж,неод|им,ед,полн,муж)","и'ный"
"пословна","посло'вна","010","10","fem","A","A=ед,кр,жен","о'вна"
"сороковая","сорокова'я","00010","10","fem","ANUM","ANUM=им,ед,жен","а'я"
"подковой","подко'вой","010","10","fem","S","S,жен,неод=твор,ед","о'вой"
"упокою","упоко'ю","0010","10","fem","S","S,муж,неод=дат,ед","о'ю"
"неукротимой","неукроти'мой","00010","10","fem","A","A=(пр,ед,полн,жен|дат,ед,полн,жен|род,ед,полн,жен|твор,ед,полн,жен)","и'мой"
"ничтожна","ничто'жна","010","10","fem","A","A=ед,кр,жен","о'жна"
"привиденеем","привидене'ем","00010","10","fem","V","V,разг,обсц,сов=(непрош,мн,изъяв,1-л|мн,пов,1-л)","е'ем"
"неисцелимый","неисцели'мый","00010","10","fem","A","A=(вин,ед,полн,муж,неод|им,ед,полн,муж)","и'мый"
"первоначаленый","первонача'леный","000100","100","dactylic","A","A=(вин,ед,полн,муж,неод|им,ед,полн,муж)","а'леный"
"ложных","ло'жных","10","10","fem","A","A=(пр,мн,полн|вин,мн,полн,од|род,мн,полн)","о'жных"
"кинжалы","кинжа'лы","010","10","fem","S","S,муж,неод=(вин,мн|им,мн)","а'лы"
"роту","ро'ту","10","10","fem","S","S,жен,неод=вин,ед","о'ту"
"смутился","смути'лся","010","10","fem","V","V,нп=прош,ед,изъяв,муж,сов","и'лся"
"завидят","зави'дят","010","10","fem","V","V,сов,пе=непрош,мн,изъяв,3-л","и'дят"
"взначай","взнача'й","01","1","masc","ADV","ADV=","а'й"
"ручейке","ручейке'","001","1","masc","S","S,муж,неод=пр,ед","ке'"
"петел","пе'тел","10","10","fem","S","S,муж,од=им,ед","е'тел"
"умных","у'мных","10","10","fem","A","A=(пр,мн,полн|вин,мн,полн,од|род,мн,полн)","у'мных"
"пожрет","пожрё'т","01","1","masc","V","V,пе=непрош,ед,изъяв,3-л,сов","ё'т"
"пропой","пропо'й","01","1","masc","S","S,муж,неод=(вин,ед|им,ед)","о'й"
"постыл","посты'л","01","1","masc","V","V,сов,нп=прош,ед,изъяв,муж","ы'л"
"устремитесь","устреми'тесь","0010","10","fem","V","V,нп=(непрош,мн,изъяв,2-л,сов|мн,пов,2-л,сов)","и'тесь"
"помолюся","помолю'ся","0010","10","fem","S","S,имя,жен,од=им,ед","ю'ся"
"обидной","оби'дной","010","10","fem","A","A=(пр,ед,полн,жен|дат,ед,полн,жен|род,ед,полн,жен|твор,ед,полн,жен)","и'дной"
"пену","пе'ну","10","10","fem","S","S,жен,неод=вин,ед","е'ну"
"попрошу","попрошу'","001","1","masc","V","V,сов,пе=непрош,ед,изъяв,1-л","шу'"
"девятнадцать","девятна'дцать","0010","10","fem","NUM","NUM=(вин|им)","а'дцать"
"проведут","проведу'т","001","1","masc","V","V=непрош,мн,изъяв,3-л,сов","у'т"
"перекатный","перека'тный","0010","10","fem","A","A=(вин,ед,полн,муж,неод|им,ед,полн,муж)","а'тный"
"сменяли","сменя'ли","010","10","fem","V","V,несов,пе=прош,мн,изъяв","я'ли"
"жадны","жа'дны","10","10","fem","A","A=мн,кр","а'дны"
"идём","идё'м","01","1","masc","V","V,несов,нп=(непрош,мн,изъяв,1-л|мн,пов,1-л)","ё'м"
"посадам","поса'дам","010","10","fem","S","S,гео,муж,неод=дат,мн","а'дам"
"вуаль","вуа'ль","01","1","masc","S","S,жен,неод=(вин,ед|им,ед)","а'ль"
"облистало","облиста'ло","0010","10","fem","V","V,сов,нп=прош,ед,изъяв,сред","а'ло"
"тёмной","тё'мной","10","10","fem","A","A=(пр,ед,полн,жен|дат,ед,полн,жен|род,ед,полн,жен|твор,ед,полн,жен)","ё'мной"
"туманно","тума'нно","010","10","fem","A","A=ед,кр,сред","а'нно"
"застилая","застила'я","0010","10","fem","V","V=непрош,деепр,несов,пе","а'я"
"степных","степны'х","01","1","masc","A","A=(пр,мн,полн|вин,мн,полн,од|род,мн,полн)","ы'х"
"распросы","распро'сы","010","10","fem","S","S,мн,неод=(вин|им)","о'сы"
"полукруге","полукру'ге","0010","10","fem","S","S,муж,неод=пр,ед","у'ге"
"недальной","неда'льной","010","10","fem","A","A=(пр,ед,полн,жен|дат,ед,полн,жен|род,ед,полн,жен|твор,ед,полн,жен)","а'льной"
"херсонес","херсоне'с","001","1","masc","S","S,гео,муж,неод=(вин,ед|им,ед)","е'с"
"капитан","капита'н","001","1","masc","S","S,муж,од=им,ед","а'н"
"адмиралу","адмира'лу","0010","10","fem","S","S,муж,од=дат,ед","а'лу"
"кумани","кума'ни","010","10","fem","S","S,гео,жен,неод=(пр,ед|вин,мн|дат,ед|род,ед|им,мн)","а'ни"
"непобедимый","непобеди'мый","00010","10","fem","A","A=(вин,ед,полн,муж,неод|им,ед,полн,муж)","и'мый"
"маяками","ма'яками","1000","10","fem","S","S,муж,неод=твор,мн","а'ми"
"синеют","сине'ют","010","10","fem","V","V,несов,нп=непрош,мн,изъяв,3-л","е'ют"
"адмиралы","адмира'лы","0010","10","fem","S","S,муж,од=им,мн","а'лы"
"опускают","опуска'ют","0010","10","fem","V","V=непрош,мн,изъяв,3-л,несов,пе","а'ют"
"бокала","бока'ла","010","10","fem","S","S,муж,неод=род,ед","а'ла"
"херсонесу","хе'рсонесу","1000","1000","other","S","S,гео,муж,неод=дат,ед","е'рсонесу"
"археолог","архео'лог","0010","10","fem","S","S,муж,од=им,ед","о'лог"
"пеняйте","пеня'йте","010","10","fem","V","V,несов,нп=мн,пов,2-л","я'йте"
"дочитав","дочита'в","001","1","masc","V","V=прош,деепр,сов","а'в"
"впредь","впре'дь","1","1","masc","ADV","ADV=","е'дь"
"блистало","блиста'ло","010","10","fem","V","V,несов,нп=прош,ед,изъяв,сред","а'ло"
"дружиться","дружи'ться","010","10","fem","V","V,несов,нп=инф","и'ться"
"торговкой","торго'вкой","010","10","fem","S","S,жен,од=твор,ед","о'вкой"
"сводите","сво'дите","100","100","dactylic","V","V=(непрош,мн,изъяв,2-л,несов,пе|мн,пов,2-л,несов,пе)","о'дите"
"голосистых","голоси'стых","0010","10","fem","A","A=(пр,мн,полн|вин,мн,полн,од|род,мн,полн)","и'стых"
"вкуса","вку'са","10","10","fem","S","S,муж,неод=род,ед","у'са"
"вливать","влива'ть","01","1","masc","V","V=инф,несов,пе","а'ть"
"ромашки","рома'шки","010","10","fem","S","S,жен,неод=(вин,мн|род,ед|им,мн)","а'шки"
"розгой","ро'згой","10","10","fem","S","S,жен,неод=твор,ед","о'згой"
