"word","word_acc","stress_pattern","closure_pattern","closure","ending_st"
"угощен","угощё'н","001'","001'","other","ё'н"
"буераки","буера'ки","0010","10","fem","а'ки"
"кавалерский","кавале'рский","0010","10","fem","е'рский"
"беспритворна","беспри'творна","0100","100","dactylic","и'творна"
"проскакав","проскака'в","001","1","masc","а'в"
"ковшах","ковша'х","01","1","masc","а'х"
"нарова","на'рова","100","100","dactylic","а'рова"
"вкоренилась","вкорени'лась","0010","10","fem","и'лась"
"поселит","посели'т","001","1","masc","и'т"
"взнесешь","взнесё'шь","01'","01'","other","ё'шь"
"преклонит","преклони'т","001","1","masc","и'т"
"тронулся","тро'нулся","100","100","dactylic","о'нулся"
"освободил","освободи'л","0001","1","masc","и'л"
"сладкие","сла'дкие","100","100","dactylic","а'дкие"
"мечталося","мечта'лося","0100","100","dactylic","а'лося"
"кончится","ко'нчится","100","100","dactylic","о'нчится"
"горестных","го'рестных","100","100","dactylic","о'рестных"
"стихотворных","стихотво'рных","0010","10","fem","о'рных"
"безнаградный","безнагра'дный","0010","10","fem","а'дный"
"высокопарность","высокопа'рность","00010","10","fem","а'рность"
"преступленьи","преступле'ньи","0010","10","fem","е'ньи"
"безвредный","безвре'дный","010","10","fem","е'дный"
"отметил","отме'тил","010","10","fem","е'тил"
"обезопасил","обезопа'сил","00010","10","fem","а'сил"
"парящих","паря'щих","010","10","fem","я'щих"
"громит","громи'т","01","1","masc","и'т"
"грела","гре'ла","10","10","fem","е'ла"
"тюфяком","тюфяко'м","001","1","masc","о'м"
"поживился","поживи'лся","0010","10","fem","и'лся"
"ревнует","ревну'ет","010","10","fem","у'ет"
"забывайся","забыва'йся","0010","10","fem","а'йся"
"падешь","падё'шь","01'","01'","other","ё'шь"
"кружке","кру'жке","10","10","fem","у'жке"
"стерегутся","стерегу'тся","0010","10","fem","у'тся"
"развлечены","развлечены'","0001","1","masc","ны'"
"предашь","преда'шь","01","1","masc","а'шь"
"мефистофиль","мефисто'филь","0010","10","fem","о'филь"
"тараканы","тарака'ны","0010","10","fem","а'ны"
"разгона","разго'на","010","10","fem","о'на"
"пекли","пекли'","01","1","masc","ли'"
"оставляти","оставля'ти","0010","10","fem","я'ти"
"нерадивой","неради'вой","0010","10","fem","и'вой"
"тропины","тро'пины","100","100","dactylic","о'пины"
"гористый","гори'стый","010","10","fem","и'стый"
"переползти","переползти'","0001","1","masc","ти'"
"потеснилась","потесни'лась","0010","10","fem","и'лась"
"одевая","одева'я","0010","10","fem","а'я"
"разыгрались","разыгра'лись","0010","10","fem","а'лись"
"невозженна","нево'зженна","0100","100","dactylic","о'зженна"
"задвинул","задви'нул","010","10","fem","и'нул"
"винтовку","винто'вку","010","10","fem","о'вку"
"пожиманье","пожима'нье","0010","10","fem","а'нье"
"откусили","откуси'ли","0010","10","fem","и'ли"
"толкнул","толкну'л","01","1","masc","у'л"
"перекрестися","перекре'стися","00100","100","dactylic","е'стися"
"допросом","допро'сом","010","10","fem","о'сом"
"миротвор","миротво'р","001","1","masc","о'р"
"вхожи","вхо'жи","10","10","fem","о'жи"
"латинской","лати'нской","010","10","fem","и'нской"
"неразделимый","нераздели'мый","00010","10","fem","и'мый"
"премудра","прему'дра","010","10","fem","у'дра"
"спалила","спали'ла","010","10","fem","и'ла"
"простирали","простира'ли","0010","10","fem","а'ли"
"бердышами","бердыша'ми","0010","10","fem","а'ми"
"обычай","обы'чай","010","10","fem","ы'чай"
"морского","морско'го","010","10","fem","о'го"
"невестку","неве'стку","010","10","fem","е'стку"
"сторонку","сторо'нку","010","10","fem","о'нку"
"презревших","презре'вших","010","10","fem","е'вших"
"тризной","три'зной","10","10","fem","и'зной"
"прописав","прописа'в","001","1","masc","а'в"
"ничево","ничево'","001","1","masc","во'"
"протурил","протури'л","001","1","masc","и'л"
"заказаны","зака'заны","0100","100","dactylic","а'заны"
"вопьет","вопьё'т","01'","01'","other","ё'т"
"беззаботных","беззабо'тных","0010","10","fem","о'тных"
"вечных","ве'чных","10","10","fem","е'чных"
"сертука","сертука'","001","1","masc","ка'"
"записки","запи'ски","010","10","fem","и'ски"
"надоедник","надое'дник","0010","10","fem","е'дник"
"долговяз","долговя'з","001","1","masc","я'з"
"сосновых","сосно'вых","010","10","fem","о'вых"
"ровнял","ровня'л","01","1","masc","я'л"
"серебристых","серебри'стых","0010","10","fem","и'стых"
"иулиан","иулиа'н","0001","1","masc","а'н"
"трудолюбивых","трудолюби'вых","00010","10","fem","и'вых"
"думный","ду'мный","10","10","fem","у'мный"
"предрассужденье","предрассужде'нье","00010","10","fem","е'нье"
"тамерланы","тамерла'ны","0010","10","fem","а'ны"
"развращенья","развра'щенья","0100","100","dactylic","а'щенья"
"хлопотать","хлопота'ть","001","1","masc","а'ть"
"оборотить","обороти'ть","0001","1","masc","и'ть"
"значат","зна'чат","10","10","fem","а'чат"
"носа","но'са","10","10","fem","о'са"
"нужду","нужду'","01","1","masc","ду'"
"огневая","огнева'я","0010","10","fem","а'я"
"кровосос","кровосо'с","001","1","masc","о'с"
"грустило","грусти'ло","010","10","fem","и'ло"
"известкой","извё'сткой","01'0","01'0","other","ё'сткой"
"встрепенитесь","встрепени'тесь","0010","10","fem","и'тесь"
"загрязнять","загрязня'ть","001","1","masc","я'ть"
"осторожность","осторо'жность","0010","10","fem","о'жность"
"выпуская","выпуска'я","0010","10","fem","а'я"
"машка","ма'шка","10","10","fem","а'шка"
"клоню","клоню'","01","1","masc","ню'"
"плохи","пло'хи","10","10","fem","о'хи"
"данным","да'нным","10","10","fem","а'нным"
"пахали","паха'ли","010","10","fem","а'ли"
"научусь","научу'сь","001","1","masc","у'сь"
"эмпирей","эмпире'й","001","1","masc","е'й"
"смутясь","сму'тясь","10","10","fem","у'тясь"
"помраченна","помра'ченна","0100","100","dactylic","а'ченна"
"отменней","отме'нней","010","10","fem","е'нней"
"мешая","меша'я","010","10","fem","а'я"
"карикатурах","карикату'рах","00010","10","fem","у'рах"
"душах","ду'шах","10","10","fem","у'шах"
"волью","волью'","01","1","masc","ью'"
"возбужденный","возбуждё'нный","001'0","001'0","other","ё'нный"
"укреплялись","укрепля'лись","0010","10","fem","я'лись"
"боевым","боевы'м","001","1","masc","ы'м"
"лесбийские","лесби'йские","0100","100","dactylic","и'йские"
"всесильная","всеси'льная","0100","100","dactylic","и'льная"
"воплощали","воплоща'ли","0010","10","fem","а'ли"
"позолотится","позоло'тится","00100","100","dactylic","о'тится"
"впадали","впада'ли","010","10","fem","а'ли"
"смыты","смы'ты","10","10","fem","ы'ты"
"проговорили","проговори'ли","00010","10","fem","и'ли"
"подойник","подо'йник","010","10","fem","о'йник"
"пророчишь","проро'чишь","010","10","fem","о'чишь"
"обритых","обри'тых","010","10","fem","и'тых"
"хмары","хма'ры","10","10","fem","а'ры"
"уничиженью","уни'чиженью","01000","01000","other","и'чиженью"
"сразило","срази'ло","010","10","fem","и'ло"
"непогребенный","непогре'бенный","00100","100","dactylic","е'бенный"
"царевы","царё'вы","01'0","01'0","other","ё'вы"
"усердные","усе'рдные","0100","100","dactylic","е'рдные"
"лужечик","лу'жечик","100","100","dactylic","у'жечик"
"наследству","насле'дству","010","10","fem","е'дству"
"пораженье","пораже'нье","0010","10","fem","е'нье"
"достоинство","досто'инство","0100","100","dactylic","о'инство"
"умнейшие","умне'йшие","0100","100","dactylic","е'йшие"
"плац","пла'ц","1","1","masc","а'ц"
"породнили","породни'ли","0010","10","fem","и'ли"
"богданом","богда'ном","010","10","fem","а'ном"
"помирила","помири'ла","0010","10","fem","и'ла"
"предлагают","предлага'ют","0010","10","fem","а'ют"
"сведена","сведена'","001","1","masc","на'"
"бусы","бу'сы","10","10","fem","у'сы"
"змеем","зме'ем","10","10","fem","е'ем"
"вязи","вя'зи","10","10","fem","я'зи"
"учителей","учителе'й","0001","1","masc","е'й"
"мертвых","мё'ртвых","1'0","1'0","other","ё'ртвых"
"закхея","закхея'","010","10","fem","ея'"
"согрешенью","согреше'нью","0010","10","fem","е'нью"
"преисподни","преиспо'дни","0010","10","fem","о'дни"
"трясенье","тря'сенье","100","100","dactylic","я'сенье"
"оскверненну","оскве'рненну","0100","100","dactylic","е'рненну"
"отстаем","отстаё'м","001'","001'","other","ё'м"
"ослабеем","ослабе'ем","0010","10","fem","е'ем"
"целенья","целе'нья","010","10","fem","е'нья"
"золотила","золоти'ла","0010","10","fem","и'ла"
"схоронена","схоро'нена","0100","100","dactylic","о'нена"
"червяков","червяко'в","001","1","masc","о'в"
"воспламеняясь","воспламеня'ясь","00010","10","fem","я'ясь"
"угнетаемый","угнета'емый","00100","100","dactylic","а'емый"
"предназначено","предназна'чено","00100","100","dactylic","а'чено"
"далее","да'лее","100","100","dactylic","а'лее"
"унижаемся","унижа'емся","00100","100","dactylic","а'емся"
"причинами","причи'нами","0100","100","dactylic","и'нами"
"покровительством","покрови'тельством","00100","100","dactylic","и'тельством"
"созерцаешь","созерца'ешь","0010","10","fem","а'ешь"
"блещешь","бле'щешь","10","10","fem","е'щешь"
"претворился","претвори'лся","0010","10","fem","и'лся"
"греться","гре'ться","10","10","fem","е'ться"
"исчислю","исчи'слю","010","10","fem","и'слю"
"дураках","дурака'х","001","1","masc","а'х"
"продажи","прода'жи","010","10","fem","а'жи"
"теплотворных","теплотво'рных","0010","10","fem","о'рных"
"рыданьи","рыда'ньи","010","10","fem","а'ньи"
"аэммона","аэ'ммона","0100","100","dactylic","э'ммона"
"стирать","стира'ть","01","1","masc","а'ть"
"винюся","виню'ся","010","10","fem","ю'ся"
"неутешен","неуте'шен","0010","10","fem","е'шен"
"предпишишь","предпиши'шь","001","1","masc","и'шь"
"кайся","ка'йся","10","10","fem","а'йся"
"разыграться","разыгра'ться","0010","10","fem","а'ться"
"обтекать","обтека'ть","001","1","masc","а'ть"
"боренья","боре'нья","010","10","fem","е'нья"
"фанданго","фанда'нго","010","10","fem","а'нго"
"мавританец","маврита'нец","0010","10","fem","а'нец"
"грандов","гра'ндов","10","10","fem","а'ндов"
"чаруют","чару'ют","010","10","fem","у'ют"
"капитана","капита'на","0010","10","fem","а'на"
"алла","а'лла","10","10","fem","а'лла"
"мусульманы","мусульма'ны","0010","10","fem","а'ны"
"пираты","пира'ты","010","10","fem","а'ты"
"облегчится","облегчи'тся","0010","10","fem","и'тся"
"помышленья","помышле'нья","0010","10","fem","е'нья"
"простерти","просте'рти","010","10","fem","е'рти"
"плескаясь","плеска'ясь","010","10","fem","а'ясь"
"наружны","нару'жны","010","10","fem","у'жны"
"аримана","арима'на","0010","10","fem","а'на"
"сандес","санде'с","01","1","masc","е'с"
"сжимая","сжима'я","010","10","fem","а'я"
"афеизме","афеи'зме","0010","10","fem","и'зме"
"заводи","заводи'","001","1","masc","ди'"
"лишишь","лиши'шь","01","1","masc","и'шь"
"повторенье","повторе'нье","0010","10","fem","е'нье"
"грациям","гра'циям","100","100","dactylic","а'циям"
"верстах","верста'х","01","1","masc","а'х"
"разбогатеем","разбогате'ем","00010","10","fem","е'ем"
"ожидайте","ожида'йте","0010","10","fem","а'йте"
"сурате","сура'те","010","10","fem","а'те"
"волноваться","волнова'ться","0010","10","fem","а'ться"
"соедините","соедини'те","00010","10","fem","и'те"
"порвали","порва'ли","010","10","fem","а'ли"
"назначали","назнача'ли","0010","10","fem","а'ли"
"излилось","излило'сь","001","1","masc","о'сь"
"воспалясь","воспаля'сь","001","1","masc","я'сь"
"утекала","утека'ла","0010","10","fem","а'ла"
"остервенелый","остервене'лый","00010","10","fem","е'лый"
"запоры","запо'ры","010","10","fem","о'ры"
"волченят","волченя'т","001","1","masc","я'т"
"тяготило","тяготи'ло","0010","10","fem","и'ло"
"арбуз","арбу'з","01","1","masc","у'з"
"орешка","оре'шка","010","10","fem","е'шка"
"слюни","слю'ни","10","10","fem","ю'ни"
"замочил","замочи'л","001","1","masc","и'л"
"юбку","ю'бку","10","10","fem","ю'бку"
"прудит","пру'дит","10","10","fem","у'дит"
"хватском","хва'тском","10","10","fem","а'тском"
"драк","дра'к","1","1","masc","а'к"
"трыка","трыка'","01","1","masc","ка'"
"помири","помири'","001","1","masc","ри'"
"грузу","гру'зу","10","10","fem","у'зу"
"скрипицу","скрипи'цу","010","10","fem","и'цу"
"встретить","встре'тить","10","10","fem","е'тить"
"допета","допе'та","010","10","fem","е'та"
"причисль","причи'сль","01","1","masc","и'сль"
"опровергаешь","опроверга'ешь","00010","10","fem","а'ешь"
"довод","до'вод","10","10","fem","о'вод"
"торжествен","торже'ствен","010","10","fem","е'ствен"
"ласковый","ла'сковый","100","100","dactylic","а'сковый"
"сквер","скве'р","1","1","masc","е'р"
"обвел","обвё'л","01'","01'","other","ё'л"
"шнурку","шнурку'","01","1","masc","ку'"
"фрунте","фру'нте","10","10","fem","у'нте"
"сажень","са'жень","10","10","fem","а'жень"
"нагнувшись","нагну'вшись","010","10","fem","у'вшись"
"каскад","каска'д","01","1","masc","а'д"
"помех","поме'х","01","1","masc","е'х"
"жемчужно","жемчу'жно","010","10","fem","у'жно"
"пальцы","па'льцы","10","10","fem","а'льцы"
"кладом","кла'дом","10","10","fem","а'дом"
"укатились","укати'лись","0010","10","fem","и'лись"
"осрамил","осрами'л","001","1","masc","и'л"
"черногорья","черного'рья","0010","10","fem","о'рья"
"золотоглавой","золотогла'вой","00010","10","fem","а'вой"
"воскресаю","воскреса'ю","0010","10","fem","а'ю"
"оживите","оживи'те","0010","10","fem","и'те"
"явленну","я'вленну","100","100","dactylic","я'вленну"
"льняных","льняны'х","01","1","masc","ы'х"
"вручают","вруча'ют","010","10","fem","а'ют"
"равносильны","равноси'льны","0010","10","fem","и'льны"
"явленны","явле'нны","010","10","fem","е'нны"
"глядящим","глядя'щим","010","10","fem","я'щим"
"походила","походи'ла","0010","10","fem","и'ла"
"повалкой","пова'лкой","010","10","fem","а'лкой"
"засмеялись","засмея'лись","0010","10","fem","я'лись"
"раной","ра'ной","10","10","fem","а'ной"
"лошадкой","лоша'дкой","010","10","fem","а'дкой"
"вые","вы'е","10","10","fem","ы'е"
"отмщеньем","отмще'ньем","010","10","fem","е'ньем"
"пробудят","пробудя'т","001","1","masc","я'т"
"возженны","во'зженны","100","100","dactylic","о'зженны"
"соплелись","сопле'лись","010","10","fem","е'лись"
"рождали","рожда'ли","010","10","fem","а'ли"
"осушить","осуши'ть","001","1","masc","и'ть"
"стращаешь","страща'ешь","010","10","fem","а'ешь"
"пронзишь","пронзи'шь","01","1","masc","и'шь"
"закроя","закро'я","010","10","fem","о'я"
"осененны","осене'нны","0010","10","fem","е'нны"
"сапогами","сапога'ми","0010","10","fem","а'ми"
"сокрывает","сокрыва'ет","0010","10","fem","а'ет"
"страшат","страша'т","01","1","masc","а'т"
"свободить","свобо'дить","010","10","fem","о'дить"
"угощены","угощены'","0001","1","masc","ны'"
"елейных","еле'йных","010","10","fem","е'йных"
"тесак","теса'к","01","1","masc","а'к"
"изобильной","изоби'льной","0010","10","fem","и'льной"
"блаженно","блаже'нно","010","10","fem","е'нно"
"заденет","заде'нет","010","10","fem","е'нет"
"заморозь","заморо'зь","001","1","masc","о'зь"
"устилали","устила'ли","0010","10","fem","а'ли"
"быстроногу","быстроно'гу","0010","10","fem","о'гу"
"поплавок","поплаво'к","001","1","masc","о'к"
"кусте","кусте'","01","1","masc","те'"
"веселюся","веселю'ся","0010","10","fem","ю'ся"
"поспевала","поспева'ла","0010","10","fem","а'ла"
"потревожат","потрево'жат","0010","10","fem","о'жат"
"расскажите","расскажи'те","0010","10","fem","и'те"
"поспела","поспе'ла","010","10","fem","е'ла"
"сбирая","сбира'я","010","10","fem","а'я"
"перескажите","перескажи'те","00010","10","fem","и'те"
"пожали","пожа'ли","010","10","fem","а'ли"
"дорожку","доро'жку","010","10","fem","о'жку"
"полутени","полу'тени","0100","100","dactylic","у'тени"
"презрителей","презри'телей","0100","100","dactylic","и'телей"
"мешай","меша'й","01","1","masc","а'й"
"окрылила","окрыли'ла","0010","10","fem","и'ла"
"огнеобразных","огнеобра'зных","00010","10","fem","а'зных"
"зелья","зе'лья","10","10","fem","е'лья"
"величья","вели'чья","010","10","fem","и'чья"
"резвей","резве'й","01","1","masc","е'й"
"полубогини","полубоги'ни","00010","10","fem","и'ни"
"гнойной","гно'йной","10","10","fem","о'йной"
"цереры","цере'ры","010","10","fem","е'ры"
"посажду","поса'жду","010","10","fem","а'жду"
"отдаленно","отдалё'нно","001'0","001'0","other","ё'нно"
"зазеленевший","зазелене'вший","00010","10","fem","е'вший"
"соплетенна","соплете'нна","0010","10","fem","е'нна"
"удаленье","удале'нье","0010","10","fem","е'нье"
"потопленье","потопле'нье","0010","10","fem","е'нье"
"услаждайте","услажда'йте","0010","10","fem","а'йте"
"облегченна","облегчё'нна","001'0","001'0","other","ё'нна"
"родясь","родя'сь","01","1","masc","я'сь"
"глухие","глухи'е","010","10","fem","и'е"
"объясняя","объясня'я","0010","10","fem","я'я"
"сто","сто'","1","1","masc","то'"
"рисованье","рисова'нье","0010","10","fem","а'нье"
"зевота","зево'та","010","10","fem","о'та"
"сафира","сафи'ра","010","10","fem","и'ра"
"красноречивей","красноречи'вей","00010","10","fem","и'вей"
"преддверья","преддверья'","001","1","masc","ья'"
"возненавижу","возненави'жу","00010","10","fem","и'жу"
"ближайший","ближа'йший","010","10","fem","а'йший"
"наказуя","наказу'я","0010","10","fem","у'я"
"лишили","лиши'ли","010","10","fem","и'ли"
"грановита","гранови'та","0010","10","fem","и'та"
"печальны","печа'льны","010","10","fem","а'льны"
"ефрат","ефра'т","01","1","masc","а'т"
"прибодрился","прибо'дрился","0100","100","dactylic","о'дрился"
"басурмане","басурма'не","0010","10","fem","а'не"
"скопы","ско'пы","10","10","fem","о'пы"
"кулачку","кулачку'","001","1","masc","ку'"
"скрутил","скрути'л","01","1","masc","и'л"
"ефиопы","ефио'пы","0010","10","fem","о'пы"
"чреды","чреды'","01","1","masc","ды'"
"привычны","привы'чны","010","10","fem","ы'чны"
"плев","пле'в","1","1","masc","е'в"
"узких","у'зких","10","10","fem","у'зких"
"суше","су'ше","10","10","fem","у'ше"
"царьград","царьгра'д","01","1","masc","а'д"
"жестом","же'стом","10","10","fem","е'стом"
"андрее","андре'е","010","10","fem","е'е"
"ничтович","ничто'вич","010","10","fem","о'вич"
"умишком","уми'шком","010","10","fem","и'шком"
"кузов","ку'зов","10","10","fem","у'зов"
"назвались","назва'лись","010","10","fem","а'лись"
"окружено","окружено'","0001","1","masc","но'"
"доверяешь","доверя'ешь","0010","10","fem","я'ешь"
"простодушна","простоду'шна","0010","10","fem","у'шна"
"светившей","свети'вшей","010","10","fem","и'вшей"
"седа","седа'","01","1","masc","да'"
"волоску","волоску'","001","1","masc","ку'"
"поступала","поступа'ла","0010","10","fem","а'ла"
"умножая","умножа'я","0010","10","fem","а'я"
"кабинету","кабине'ту","0010","10","fem","е'ту"
"позвать","позва'ть","01","1","masc","а'ть"
"удивитесь","удиви'тесь","0010","10","fem","и'тесь"
"доноса","доно'са","010","10","fem","о'са"
"правдину","правди'ну","010","10","fem","и'ну"
"нелицемерным","нелицеме'рным","00010","10","fem","е'рным"
"олтаря","олтаря'","001","1","masc","ря'"
"неуместен","неуме'стен","0010","10","fem","е'стен"
"опроверженье","опроверже'нье","00010","10","fem","е'нье"
"лжесвята","лжесвя'та","010","10","fem","я'та"
"зналь","зна'ль","1","1","masc","а'ль"
"исполнитель","исполни'тель","0010","10","fem","и'тель"
"заедал","заеда'л","001","1","masc","а'л"
"ошибался","ошиба'лся","0010","10","fem","а'лся"
"омерзенье","омерзе'нье","0010","10","fem","е'нье"
"разумели","разуме'ли","0010","10","fem","е'ли"
"изурочу","изуро'чу","0010","10","fem","о'чу"
"лисабон","лисабо'н","001","1","masc","о'н"
"сломить","сломи'ть","01","1","masc","и'ть"
"хвале","хвале'","01","1","masc","ле'"
"шмель","шме'ль","1","1","masc","е'ль"
"вечною","ве'чною","100","100","dactylic","е'чною"
"затворами","затво'рами","0100","100","dactylic","о'рами"
"богоподобным","богоподо'бным","00010","10","fem","о'бным"
"хулитель","хули'тель","010","10","fem","и'тель"
"стращают","страща'ют","010","10","fem","а'ют"
"совокупятся","совокупя'тся","00010","10","fem","я'тся"
"поучился","поучи'лся","0010","10","fem","и'лся"
"ужаснулся","ужасну'лся","0010","10","fem","у'лся"
"боннет","бо'ннет","10","10","fem","о'ннет"
"неизъяснимо","неизъясни'мо","00010","10","fem","и'мо"
"каталог","катало'г","001","1","masc","о'г"
"постигаешь","постига'ешь","0010","10","fem","а'ешь"
"цитера","ци'тера","100","100","dactylic","и'тера"
"филомеле","филоме'ле","0010","10","fem","е'ле"
"хийских","хи'йских","10","10","fem","и'йских"
"телегон","телего'н","001","1","masc","о'н"
"стремящий","стремя'щий","010","10","fem","я'щий"
"челах","чё'лах","1'0","1'0","other","ё'лах"
"водима","води'ма","010","10","fem","и'ма"
"молчащи","молча'щи","010","10","fem","а'щи"
"благоприятна","благоприя'тна","00010","10","fem","я'тна"
"посулять","посуля'ть","001","1","masc","я'ть"
"порвались","порва'лись","010","10","fem","а'лись"
"обрядом","обря'дом","010","10","fem","я'дом"
"кутья","кутья'","01","1","masc","ья'"
"воцарила","воцари'ла","0010","10","fem","и'ла"
"дышащу","дыша'щу","010","10","fem","а'щу"
"полагать","полага'ть","001","1","masc","а'ть"
"сменяюсь","сменя'юсь","010","10","fem","я'юсь"
"отяжелела","отяжеле'ла","00010","10","fem","е'ла"
"рубашки","руба'шки","010","10","fem","а'шки"
"крестила","крести'ла","010","10","fem","и'ла"
"перекрещу","перекрещу'","0001","1","masc","щу'"
"многолюдством","многолю'дством","0010","10","fem","ю'дством"
"приключилось","приключи'лось","0010","10","fem","и'лось"
"благонравен","благонра'вен","0010","10","fem","а'вен"
"becher","becher",NA,NA,NA,NA
"flut","flut",NA,NA,NA,NA
"киру","ки'ру","10","10","fem","и'ру"
"сице","сице'","01","1","masc","це'"
"гнида","гни'да","10","10","fem","и'да"
"роще","ро'ще","10","10","fem","о'ще"
"сложи","сложи'","01","1","masc","жи'"
"повышать","повыша'ть","001","1","masc","а'ть"
"татарской","тата'рской","010","10","fem","а'рской"
"самоуправну","самоупра'вну","00010","10","fem","а'вну"
"полномочно","полномо'чно","0010","10","fem","о'чно"
"алькоранов","алькорано'в","0001","1","masc","о'в"
"лазить","ла'зить","10","10","fem","а'зить"
"чеботах","чё'ботах","1'00","1'00","other","ё'ботах"
"жилетах","жиле'тах","010","10","fem","е'тах"
"ханску","ха'нску","10","10","fem","а'нску"
"растворенный","растворе'нный","0010","10","fem","е'нный"
"благоухал","благоуха'л","0001","1","masc","а'л"
"философы","фило'софы","0100","100","dactylic","о'софы"
"арбузы","арбу'зы","010","10","fem","у'зы"
"предок","пре'док","10","10","fem","е'док"
"мчала","мча'ла","10","10","fem","а'ла"
"стуку","сту'ку","10","10","fem","у'ку"
"мамзель","мамзе'ль","01","1","masc","е'ль"
"крестился","крести'лся","010","10","fem","и'лся"
"плевать","плева'ть","01","1","masc","а'ть"
"вплавь","впла'вь","1","1","masc","а'вь"
"позволяю","позволя'ю","0010","10","fem","я'ю"
"восхотят","восхотя'т","001","1","masc","я'т"
"злачно","зла'чно","10","10","fem","а'чно"
"соплел","сопле'л","01","1","masc","е'л"
"подвигла","подви'гла","010","10","fem","и'гла"
"сообразуясь","сообразу'ясь","00010","10","fem","у'ясь"
"украшенным","укра'шенным","0100","100","dactylic","а'шенным"
"вянуть","вя'нуть","10","10","fem","я'нуть"
"славлю","сла'влю","10","10","fem","а'влю"
"полустыдливость","полусты'дливость","00100","100","dactylic","ы'дливость"
"аpавийских","аpавийских","0000","0000","other",NA
"нестерпимый","нестерпи'мый","0010","10","fem","и'мый"
"сообщила","сообщи'ла","0010","10","fem","и'ла"
"ошибалась","ошиба'лась","0010","10","fem","а'лась"
"слепили","слепи'ли","010","10","fem","и'ли"
"отравляю","отравля'ю","0010","10","fem","я'ю"
"рассеиваясь","рассе'иваясь","01000","01000","other","е'иваясь"
"хлебе","хле'бе","10","10","fem","е'бе"
"отважным","отва'жным","010","10","fem","а'жным"
"смотры","смотры'","01","1","masc","ры'"
"боевую","боеву'ю","0010","10","fem","у'ю"
"опроверженьем","опроверже'ньем","00010","10","fem","е'ньем"
"некрылат","некрыла'т","001","1","masc","а'т"
"несовершенство","несоверше'нство","00010","10","fem","е'нство"
"подкосит","подко'сит","010","10","fem","о'сит"
"пожинай","пожина'й","001","1","masc","а'й"
"корсету","корсе'ту","010","10","fem","е'ту"
"отряхая","отря'хая","0100","100","dactylic","я'хая"
"пелось","пе'лось","10","10","fem","е'лось"
"пресекались","пресека'лись","0010","10","fem","а'лись"
"стязался","стяза'лся","010","10","fem","а'лся"
"лин","ли'н","1","1","masc","и'н"
"рифейских","рифе'йских","010","10","fem","е'йских"
"вещалась","веща'лась","010","10","fem","а'лась"
"секиру","секи'ру","010","10","fem","и'ру"
"созидались","созида'лись","0010","10","fem","а'лись"
"включити","включи'ти","010","10","fem","и'ти"
"кипевшая","кипе'вшая","0100","100","dactylic","е'вшая"
"тмятся","тмя'тся","10","10","fem","я'тся"
"цибела","цибе'ла","010","10","fem","е'ла"
"моральной","мора'льной","010","10","fem","а'льной"
"поколебаться","поколеба'ться","00010","10","fem","а'ться"
"утекайте","утека'йте","0010","10","fem","а'йте"
"убираешь","убира'ешь","0010","10","fem","а'ешь"
"околел","околе'л","001","1","masc","е'л"
"гробных","гро'бных","10","10","fem","о'бных"
"бремем","бреме'м","01","1","masc","е'м"
"смежна","сме'жна","10","10","fem","е'жна"
"пенну","пе'нну","10","10","fem","е'нну"
"укротилась","укроти'лась","0010","10","fem","и'лась"
"спины","спины'","01","1","masc","ны'"
"потонем","пото'нем","010","10","fem","о'нем"
"уклонит","укло'нит","010","10","fem","о'нит"
"обуреваем","обурева'ем","00010","10","fem","а'ем"
"душевным","душе'вным","010","10","fem","е'вным"
"пригожими","приго'жими","0100","100","dactylic","о'жими"
"привлечешь","привлечё'шь","001'","001'","other","ё'шь"
"противляйся","противля'йся","0010","10","fem","я'йся"
"огорчится","огорчи'тся","0010","10","fem","и'тся"
"дружися","дру'жися","100","100","dactylic","у'жися"
"исправлять","исправля'ть","001","1","masc","я'ть"
"прячу","пря'чу","10","10","fem","я'чу"
"ползвука","ползву'ка","010","10","fem","у'ка"
"уголки","уголки'","001","1","masc","ки'"
"повязки","повя'зки","010","10","fem","я'зки"
"сурком","сурко'м","01","1","masc","о'м"
"пощаженных","пощажё'нных","001'0","001'0","other","ё'нных"
"перекинув","переки'нув","0010","10","fem","и'нув"
"сразимся","срази'мся","010","10","fem","и'мся"
"одоленный","одолё'нный","001'0","001'0","other","ё'нный"
"ляжем","ля'жем","10","10","fem","я'жем"
"утвержденный","утверждё'нный","001'0","001'0","other","ё'нный"
"вакханку","вакха'нку","010","10","fem","а'нку"
"вопит","вопи'т","01","1","masc","и'т"
"утверждая","утвержда'я","0010","10","fem","а'я"
"брута","бру'та","10","10","fem","у'та"
"патриотов","патрио'тов","0010","10","fem","о'тов"
"размахнул","размахну'л","001","1","masc","у'л"
"тритогену","тритоге'ну","0010","10","fem","е'ну"
"возженный","во'зженный","100","100","dactylic","о'зженный"
"довершенье","доверше'нье","0010","10","fem","е'нье"
"извлекая","извлека'я","0010","10","fem","а'я"
"должность","до'лжность","10","10","fem","о'лжность"
"засветила","засвети'ла","0010","10","fem","и'ла"
"низвела","низвела'","001","1","masc","ла'"
"пропляши","пропляши'","001","1","masc","ши'"
"прилетая","прилета'я","0010","10","fem","а'я"
"угостила","угости'ла","0010","10","fem","и'ла"
"расстройств","расстро'йств","01","1","masc","о'йств"
"убью","убью'","01","1","masc","ью'"
"раздроблена","раздроблена'","0001","1","masc","на'"
"возрастил","возрасти'л","001","1","masc","и'л"
