,Unnamed: 0,id,id_st,text,meter
5716,5717,P_928,P_928_1,"Мой третий сон рисует мне 
Пору существенности строгой; 
Мне снится: в дальней глубине 
Пришлец задумчивый под хижиной убогой; 
Железная печать враждующей судьбы 
Прожгла чело его кровавыми браздами 
Но воля твердая в волнениях борьбы 
Еще виднеются глубокими чертами. 
От глаз изгнанника бежит тревожный сон; 
Он вспомнил с горькою улыбкой, 
Как весело носился он, 
Еще дитя, по влаге зыбкой; 
И как он проклинал дремоту сонных волн, 
Как жаждал он ударов бури, 
И как он ждал, отваги полон, 
Чтоб грянул гром с высот лазури. 
И грянул он, желанный этот гром! 
И юность резвая поблекла в бурях света, 
И мир бесчувственный, в безмолвии глухом, 
Не принял от него сердечного привета! 
Дыхание вражды оледенило кровь, 
Нагая истина надежды заменила, 
А ненависть разрушила любовь 
И радость бытия отравой осквернила. 
Глупец завистливый понес хвалу миров, 
С чела достойного сорвал венок лавровый, 
И нагло рядится в плоды его трудов, 
Подслушал грозный звук мечты его суровой: 
Толпа плетет ему венец 
И на руках уносит в Капитолий. 
А тот, высоких дум непризнанный творец, 
Влачит проклятия своей печальной доли! 
Беснуйтесь, жалкие слепцы! 
Венчайте ложного пророка! 
Не породят во мне постыдные венцы 
Ничтожной зависти к обидной воле рока! 
Я не просил торжественных похвал, 
Обидных, как хула в устах толпы подкупной; 
Я жил не для наград, я не для них искал 
Священной истины, для черни недоступной. 
Быть может, время разгромит 
Сосуд неправды своевластной 
И клевету разоблачит 
На стыд векам рукой бесстрастной, 
И гений мира развернет 
Его грядущих дней блестящие скрижали, 
И радость тихая блеснет 
Росой целебною на старые печали.",iambos
5717,5718,P_929,P_929_1,"Зажгись, моя полночная лампада!
Гори опять как прежде предо мной;
Явись опят, начатая баллада,
Забытый труд, стихов не связный рой!
Друг другу мы как будто-б не знакомы,
Не узнает детей своих отец.
Давно, давно, судьбой своей влекомый,
Отбросил песнь нахмуренный певец,
И долго он под бременем заботы
Ходил с тоской несносною в груди,
Нося в душе бесчувствие дремоты,
В унынии, без цели впереди;
И тщетно он бежал за развлеченьем,
Его искал средь бальной духоты;
Не спасся он пустым самозабвеньем:
Он хладен был пред взором красоты,
Он засыпал на праздниках роскошных
И хмель людей его не охмелял,
И плясок вихрь, и шум аккордов томных,
И блеск свечей его не забавлял.
Ему балов противно было детство,
И света шум, и света пустота;
Поблекших дев бездушное кокетство
И наглая людская суета.
И утомлен движеньем и зевотой,
Без дум, без чувств, как пес он засыпал;
Но день вставал и с новою заботой
Он как вчера несчастного встречал.
Так день за днем, томим тоскою вечной
Я убивал дни юности моей,
Дни юности святой и скоротечной,
Дни счастия для избранных людей.
Но вот на миг забота улетела
Но вот уже настал великий пост:
Умолкло все, столица заговела,
Веселий бес поджал смиренно хвост...
О что за рай!.. Мой труд, моя отрада,
Опят к тебе с игривою мечтой
Пришел певец. Зажгись, моя лампада!
Гори опять как прежде предо мной!
Была пора: я полон был отваги,
Я полон был надежд, надежд златых,
И думал я, что каждый клок бумаги,
Где пробежит гуляющий мой стих,
На славу мне прославится пред светом,
Что перейдет он к будущим векам,
Что буду я сияющим поэтом...
Так думал я... не стыд признаться вам:
Уж много лет за многими летами
С тех пор прошло, и я уж не дитя;
Уверенность с счастливыми мечтами
Уж далеки; я скромен не шутя;
Свой бедный труд теперь судить я знаю:
Безвестность, мрак, презренье ждет его.
Зачем же я сижу, тружусь, мараю
На страх людей, для срама своего? ...
Так повелел Всевышний Повелитель,
К тому раба хотел Он присудить,
Так быть должно.... И может-ли родитель
Свое дитя не холить, не любить,
За то что родилось среди страданий,
За то что жило, немощно оно,
И не дает блестящих ожиданий,
И умереть в младенчестве должно?..
Вот от чего, мой труд, моя отрада,
Люблю тебя и холю я мечтой...
Зажгись, моя полночная лампада!
Гори опять как прежде предо мной.",iambos
5718,5719,P_93,P_93_1,"Ты опять передо мною, 
Провозвестница всех благ! 
Вновь под кровлею родною 
Здесь, на невских берегах; 
Здесь, на тающих снегах, 
На нетающих гранитах, -- 
И тебя объемлет круг 
То друзей полузабытых, 
То затерянных подруг; 
И, как перл неоценимой, 
Гостью кровную любя 
Сердце матери родимой 
Отдохнуло близь тебя. ",choreios
5719,5720,P_93,P_93_2,"И певец, во дни былые 
Певший голосом любви 
Очи, тайной повитые, 
Очи томные твои, -- 
Пившей чашею безбрежной 
Горе страсти безнадежной, 
Безраздельных сердца грез, 
Видя снова образ милой, 
Снова с песнию унылой 
В дар слезу тебе принес!... ",choreios
5720,5721,P_93,P_93_3,"Друг мой! прежде то ли было? 
Реки песен, море слез!
О, когда бы все мученья, 
Все минувшие волненья 
Мог отдать мне твой возврат! 
Я бы все мои стремленья, 
Как с утеса водоскат, 
В чашу прошлого низринул, 
Я б, не дрогнув, за нее 
Разом в вечность опрокинул 
Все грядущее мое! ",choreios
5721,5722,P_93,P_93_4,"Ты все та ж, как в прежни годы, 
В дни недавней старины, 
В дни младенческой свободы 
Золотой твоей весны; 
Вижу с радостию прежней 
Тот же образ пред собой: 
Те ж уста с улыбкой нежной, 
Очи с влагой голубой; 
Но рука... с кольцом обета, -- 
И мечты мои во прах! 
Пыл сердечного привета 
Замирает на устах.
....................
....................",choreios
5722,5723,P_93,P_93_5,"Пусть блестит кольцо обета, 
Как судьбы твоей печать! 
И супругу стих поэта 
Властен девой величать. 
Облекись же этим званьем. 
Что шум света? Что молва? 
Твой певец купил страданьем 
Миру чуждые права. 
Он страданьем торжествует, 
Он воспитан для него; 
Он лелеет, он целует 
Язвы сердца своего, 
И чуждается, не просит 
Воздаянья на земле: 
Он в груди все бури носит 
И покорность на челе.",choreios
5723,5724,P_93,P_93_6,"Так! покорный воле рока, 
Я смиренно признаю, 
Чту я свято и высоко 
Участь брачную твою; 
И когда перед тобою 
Появлюсь на краткий миг, 
Я глубоко чувство скрою, 
Буду холоден и дик; 
Света грустное условье 
Выполняя как закон, 
Принесу, полусмущен, 
Лишь вопрос мой о здоровье 
Да почтительный поклон.",choreios
5724,5725,P_93,P_93_7,"Но в часы уединенья, 
Но в полуночной тиши, 
Невозбранного томленья 
Буря встанет из души, -- 
И мечтая, торжествуя, 
Полным вздохом разрешу я 
В сердце стиснутый огонь; 
Вольно голову, как ношу, 
Сердцу тягостную, брошу 
Я на жаркую ладонь; 
И, как волны, звуки прянут, 
Звуки, -- жемчуг, серебро; 
Закипят они и канут 
Со слезами под перо; 
И в живой реке напева 
Молвит звонкая струя: 
""Ты моя, мой ангел -- дева, 
Незабвенная моя!""",choreios
5725,5726,P_930,P_930_1,"Одеты ризою туманов 
И льдом заоблачной зимы, 
В рядах как войско великанов, 
Стоят державные холмы. 
Привет мой вам, столпы созданья, 
Нерукотворная краса, 
Земли могучие восстанья, 
Побеги праха в небеса! 
Здесь с грустной цепи тяготенья 
Земная масса сорвалась, 
И как в порыве вдохновенья 
С кипящей думой отторженья 
В отчизну молний унеслась; 
Рванулась выше, но открыла 
Немую вечность впереди: 
Чело от ужаса застыло, 
А пламя спряталось в груди: 
И вот на тучах отдыхая, 
Висит громада вековая, 
Чужая долу и звездам: 
Она с высот, где гром рокочет, 
В мир дольний ринуться не хочет, 
Не может прянуть к небесам.",iambos
5726,5727,P_930,P_930_2,"О горы, первые ступени 
К широкой, вольной стороне! 
С челом открытым, на колени 
Пред вами пасть отрадно мне. 
Как праха сын, клонюсь главою 
Я к вашим каменным пятам
С какой-то робостью... а там, 
Как сын небес, пройду пятою 
По вашим бурным головам.",iambos
5727,5728,P_931,P_931_1,"Кровь! Кровь! Чей с башнею зубчатой
Я вижу замок? Мрачный вход
В струях крови еще дымится;
Вокруг него толпа теснится,
Кипит на площади народ.",iambos
5728,5729,P_931,P_931_2,"Несчастные! Иль заблужденье...
О нет! На шлеме, на щитах
Вот змей, он знак любви народной;
Мне вид знаком ваш благородный,
Миланцы, что за вопль и страх?",iambos
5729,5730,P_931,P_931_3,"Толпа волнуясь раздается.
Мне ратник молча указал,
Закрыв лицо в тревожном страхе,
Что воин полумертвый, в прахе
Весь облит кровью трепетал.",iambos
5730,5731,P_931,P_931_4,"То Марко, в битвах громовержец,
Ум светлый, он, кто Гвельфов кров
От бед Италии спасая,
Так часто лил; звезда родная;
Ломбардов слава и любовь.",iambos
5731,5732,P_931,P_931_5,"О плачьте! тмится яркий пламень
Во взоре гаснущих очей,
Как солнце тмится в мраке тучи;
Но все в нем дьппеть дух могучий
Его погибших славных дней.",iambos
5732,5733,P_931,P_931_6,"Стыд вечный!... Повесть роковая
Звучит злодейством вкруг меня;
Сын брата, ближние восстали,
Измену тайну ухищряли
С его убийцами родня.",iambos
5733,5734,P_931,P_931_7,"Ты, друг его! открой мне тайну:
То правда-ль что в нем гордый дух,
Невольно увлечен красою,
Пленен был девой молодою,
Как здесь носился чудный слух?
И ратник из толпы выходит;
На одного коня со мной
В слезах безмолвно он садится,
И конь дремучим бором мчится
И видит замок пред собой.",iambos
5734,5735,P_931,P_931_8,"Ворота настежь, мост подъемный
Дрожит, нагнулся и падет,
Скрипят колеса с их цепями,
Затворы рухнули пред нами;
Но встретить нас никто нейдет.",iambos
5735,5736,P_931,P_931_9,"Ни на дворе, ни в переходах,
Ни в цветниках, нигде кругом
Не видно тени, всё томится;
Нет в замке жизни, даже мнится,
Что воздух без движенья в нем.",iambos
5736,5737,P_931,P_931_10,"Сияние томное
В час вечера блещет
И в стеклах раскрашенных
Мелькая трепещет,
За дымными сводами
Теряясь в дали
И блеск тот от факела
Гробницы безвестной,
Где тихо покоится
Прах девы прелестной,
Сиянье незримое
Жильцами земли.",amphibrachys
5737,5738,P_931,P_931_11,"Склонясь к изголовию
В мечтаньи чудесном,
Она, роза белая,
Лежит в гробе тесном
Почти оживленная
Любовью святой.",amphibrachys
5738,5739,P_931,P_931_12,"На перси лилейные
Спадая волною
Её как шелк волосы,
Всё тело собою
Одели и, кажутся
Покров золотой.",amphibrachys
5739,5740,P_931,P_931_13,"Улыбка небесная
От уст ее веет;
Фиялка стыдливая
Так в поле светлеет,
Росою жемчужною,
Дрожащей на ней.",amphibrachys
5740,5741,P_931,P_931_14,"И взор ее девственной
Смежен тенью мирной,
Как взор сонных ангелов
В их неге эфирной
И как бы желающий
Опят прежних дней.",choreios
5741,5742,P_931,P_931_15,"О! если, дух избранный,
Слетишь ты из рая
В свое тело нежное,
Любовью пылая,
.................
.................",amphibrachys
5742,5743,P_931,P_931_16,".................
.................
.................
.................
.................
.................",iambos
5743,5744,P_931,P_931_17,"Но что за томный звук летит
Печального, святого пенья?
И вея к нам из отдаленья,
В унылом воздухе дрожит.",iambos
5744,5745,P_931,P_931_18,"Всё ближе, ближе, ходят, ждут,
Уже пришельцы под стенами,
Уж мост звучит под их стопами;
Всё ближе, вот! идут, идут!",dolnik3
5745,5746,P_931,P_931_19,"При тусклом факелов огне,
В их клобуках в одежде черной,
Рядами и походкой ровной,
Идут монахи в тишине.",iambos
5746,5747,P_931,P_931_20,"За ними в эпанчах златых,
Вот шесть вельмож несущих тело
Вождя, чье имя так гремело,
И мертвый в латах боевых.",iambos
5747,5748,P_931,P_931_21,"В безмолвии они несли
Вождя под мрачный свод могильный;
Она прекрасная, он сильный
На веки в гроб один легли.",iambos
5748,5749,P_931,P_931_22,"Забрало подняли, и он
Как будто ожил дивной силой
И лик могучего близ милой,
Был вдруг улыбкой озарен.",iambos
5749,5750,P_932,P_932_1,"И вот сентябрь! Замедля свой восход,
Сияньем хладным солнце блещет,
И луч его в зерцале зыбком вод,
Неверным золотом трепещет.
Седая мгла виется вкруг холмов;
Росой затоплены равнины;
Желтеет сень кудрявая дубов
И красен круглый лист осины;
Умолкли птиц живые голоса,
Безмолвен лес, беззвучны небеса!",iambos
5750,5751,P_932,P_932_2,"И вот сентябрь! и вечер года к нам
Подходит: на поля и горы
Уже мороз бросает по утрам
Свои сребристые узоры.
Подымется ненастливый Эол;
Пред ним помчится прах летучий,
Качаяся завоет роща; дол
Покроет лист её падучий,
И набегут на небо облака,
И потемнев, запенится река!",iambos
5751,5752,P_932,P_932_3,"Прощай, прощай, сияние небес!
Прощай, прощай, краса природы,
Волшебного шептанья полный лес,
Златочешуйчатые воды!
Весёлый сон минутных летних нег!
Вот эхо, в рощах обнажённых,
Секирою тревожит дровосек
И скоро, снегом убелённых,
Своих дубров и холмов зимний вид
Застылый ток туманно отразит.",iambos
5752,5753,P_932,P_932_4,"А между тем досужий селянин
Плод годовых трудов сбирает:
Сметав в стога скошённый злак долин,
С серпом он в поле поспешает,
Гуляет серп; на сжатых бороздах,
Снопы стоят в копнах блестящих
Иль тянутся вдоль жнивы, на возах
Под тяжкой ношею скрыпящих,
И хлебных скирд золотоверхий град
Подъемлется кругом крестьянских хат.",iambos
5753,5754,P_932,P_932_5,"Дни сельского, святого торжества!
Овины весело дымятся,
И цеп стучит, и с шумом жернова
Ожившей мельницы крутятся.
Иди зима! на строги дни себе
Припас оратай много блага:
Отрадное тепло в его избе,
Хлеб-соль и пенистая брага:
С семьёй своей вкусит он без забот,
Своих трудов благословенный плод.",iambos
5754,5755,P_932,P_932_6,"А ты, когда вступаешь в осень дней,
Оратай жизненного поля,
И пред тобой во благостыне всей
Является земная доля;
Когда тебе житейские бразды,
Труд дольний подвиг награждая,
Готовятся подать свои плоды,
И спеет жатва дорогая,
И в зёрнах дум её сбираешь ты,
Судеб людских достигнув полноты.",iambos
5755,5756,P_932,P_932_7,"Ты так же ли, как земледел, богат?
Как он, и ты с надеждой сеял;
Как он, и ты о дальнем дне наград
Сны позлащённые лелеял.
Любуйся же, гордись восставшим им!
Считай свои приобретенья...
Увы! к мечтам, страстям, трудам мирским
Тобой скопленные презренья,
Язвительный, неотразимый стыд
Души твоей обманов и обид!",iambos
5756,5757,P_932,P_932_8,"Твой день взошёл, и для тебя ясна
Вся дерзость юных легковерий;
Испытана тобою глубина
Людских безумств и лицемерий.
Алкаемых неопытным тобой,
Сердечных нег вкусив отраву,
Ты, может быть, любовью мировой
Пылая, звал и ведал славу?",iambos
5757,5758,P_932,P_932_9,"Кругом себя взор отрезвелый ты
С недоумением обводишь;
Где прежний мир? Где мир твоей мечты?
Где он! ты ищешь, не находишь!
Ты некогда всех увлечений друг,
Сочувствий пламенный искатель,
Блистательных туманов царь — и вдруг
Бесплодных дебрей созерцатель!
Один с тоской, которой смертный стон
Едва твоей гордыней задушён.",iambos
5758,5759,P_932,P_932_10,"Но если бы негодованья крик,
Но если б вопль тоски великой
Из глубины сердечныя возник
Вполне торжественный и дикий,
Костями бы среди своих забав
Содроглась ветреная младость,
Играющий младенец, зарыдав,
Игрушку б выронил, и радость
Покинула б чело его навек,
И заживо б в нём умер человек!",iambos
5759,5760,P_932,P_932_11,"Зови ж теперь на праздник честный мир!
Спеши, хозяин тароватый!
Проси, сажай гостей своих за пир
Затейливый, замысловатый!
Что лакомству пророчит он утех!
Каким разнообразьем брашен
Блистает он! Но вкус один во всех
И как могила людям страшен:
Садись один и тризну соверши
По радостям земным твоей души.",iambos
5760,5761,P_932,P_932_12,"Какое же потом в груди твоей
Ни водворится озаренье,
Чем дум и чувств ни разрешится в ней
Последнее вихревращенье:
Пусть в торжестве насмешливом своём
Ум, бесполезный сердца трепет
Угомонит, и тщетных жалоб в нём
Удушит запоздалый лепет
И примешь ты, как лучший жизни клад,
Ты дар его, мертвящий душу хлад;",iambos
5761,5762,P_932,P_932_13,"Иль отряхнув видения земли
Порывом скорби животворной,
Её предел завидя невдали,
Цветущий брег за мглою чёрной,
Возмездий край благовестящим снам
Доверясь чувством обновленным,
И, бытия мятежным голосам,
Всесильным гласом, примиренным,
Внимающий в весельи и тиши,
Лучам небес раскрывшейся души,",iambos
5762,5763,P_932,P_932_14,"Пред Промыслом оправданным, ты ниц
Падёшь с признательным смиреньем,
С надеждою, не видящей границ,
И утолённым разуменьем; 
Знай, внутренней своей вовеки ты
Не передашь земному звуку
И лёгких чад житейской суеты
Не посвятишь в свою науку; 
Знай, горняя, иль дольная она
Нам на земле не для земли дана.",iambos
5763,5764,P_932,P_932_15,"Вот буйственно несётся ураган,
И лес подъемлет говор шумный,
И пенится, и ходит океан,
И в берег бьёт волной безумной:
Так иногда толпы ленивый ум
Из усыпления выводит
Глас, пошлый глас, вещатель общих дум,
И страстный отзыв в ней находит,
Но высшего понятия глагол
Дол носится, не отзывась дол.",iambos
5764,5765,P_932,P_932_16,"Пускай, приняв неправильный полёт,
И вспять стези не обретая,
Звезда небес в бездонный мрак падет;
Пусть заменит её другая.
Не явствует земле ущерб одной;
Не поражает ухо мира
Падения её далёкий вой; 
Равно как в высотах эфира,
Её сестры новорожденный свет
И небесам восторженный привет.",iambos
5765,5766,P_932,P_932_17,"Зима идёт, и тощая земля
В широких лысинах бессилья;
И радостно блиставшие поля
Златыми класами обилья
Со смертью жизнь, богатство с нищетой,
Все образы годины бывшей
Сравняются под снежной пеленой,
Однообразно их покрывшей,
Перед тобой таков отныне свет;
Познай, тебе грядущей жатвы нет.",iambos
5766,5767,P_933,P_933_1,"Не раз мне мысль, как сновиденья,
Выводить, стройной цепью, вновь
Дни юности и наслажденья,
Которыми кипела кровь;
Когда, я помню, легче птицы
Ширял высоко над землей
И, ослеплен, ее границы
Терял из виду под собой;
Когда, чуть неба не касаясь,
Не смел я долу бросить взор,
Где, точно в омуте вращаясь,
Чернел неистовый простор !
Но эти дни давно минули,
Как сновидения прошли,
И канув в вечность, потонули,
И я — не возношусь с земли!..
Но если хочешь — вдруг пред нами
Осуществлятся эти сны:
Мы будем там, под небесами,
Хоть крылья нам и не даны!
Вот башня! следуй лишь за мною —
И град Великого Петра
У наших ног, а над главою — 
Лазурь небесного шатра!
Взойдем!... Но вот уже гранита
Следов не стало под ногой,
И тьма глубокая разлита;
Висишь как в пропасти войной!
Огня! огня! сюда скорее!
И снова свет предстал очам,
И дышит грудь моя вольнее...
То первый отдых смельчакам!",iambos
5767,5768,P_933,P_933_2,"Взгляни кругом: еще громады
Стесненных высятся домов,
И гордые бросают взгляды
На площади, верхи дерёв...
Как будто сомкнутой стеною
Войска, в порядке боевом,
Стоят несметною толпою
Перед колонною вождем!",iambos
5768,5769,P_933,P_933_3,"Теперь же, если можешь смело,
Взгляни на низ! Как под стеной
Все точно сплюснулось, осело
И как под крышею одной! 
Исчезли зданья-исполины,
Чертоги знати, богачей!..
Лишь царский памятник единый,
Да вековой дворец царей
Возносят величаво с нами
Главы к лазурным высотам,
И царствуют под небесами
Одни, — как следует царям.",iambos
5769,5770,P_933,P_933_4,"Но с духом соберись и ближе
Взберемся к небу, подышать,
Где ходят облака, свод ниже,
И мелкой птице не летать...
Тяжелый труд! — Как непривычный
С трудом взбирается впервой
Матрос на мачты: так, темничной
Окружены здесь темнотой,
И мы цепляемся, нет силы,
Рука мертвеет, градом пот...
Но путь наш кончен: вот перилы —
Ах! дайте, грудь пусть привздохнет.
Как сладко здесь и как привольно,
Душе усталой подышать
И позабыв вертеп юдольной,
Небесный аромать впивать!..
И вот теперь, собравши силы,
И осенясь святым крестом,
Вспершись на крепкие гиерилы,
Взгляни бестрепетно кругом!..",iambos
5770,5771,P_933,P_933_5,"О что за вид очам поэта
Предстал и взоры приковал!
О дивный град! о чудо света!
Тебя волшебник созидал!
Кто воспоет тебя достойно,
О град Великого Петра,
Великолепный, дивно-стройной,
Восточных вымыслов игра!...
Стою как вкопан!—Предо мною,
Терассы стелются домов,
Как расцвеченные весною
Ковры искуственных садов;
А посреди их величаво,
Как длинные комет хвосты,
Аллеи тянутся и лавой
Кипят народа в них толпы.
Там дале, к югу, видишь горы,
Которые одела мгла,
И опоясывают боры?—
То выси Царского Села!
У их подошвы, будто море
Играет чешуёй валов,
И разбивается в напоре
Перед царицей городов;
То жатв и сенокосов волны у
Где некогда, Балтийских вод
Пучину рассекали полны,
И рыбий кочевал народ.
А влево, где стоит твердынги
И золотой сияет шпиц,
Под коим Божия святыня
Хранит ряд царственных гробниц,
Нева, в объятьях сладострастных,
Сжимает группу островов,
Великолепных и прекрасных
Убежищ, летом от жаров.
К полночи ж, к западу, дугою?
С землей слилися небеса,
И только черною чертою
В тумане тянутся леса...
Напрасно тонет взор в просторе - 
Неизмерима даль!.. Но в ней,
Белеет что-то в мгле... то море
Земли рубеж без рубежей!...",iambos
5771,5772,P_933,P_933_6,"О как ты, море, величаво,
И сколько благ даришь собой!
Тобой цветут и блещут славой
Державы, грады, род земной!
Навьюча рамена судами,
Во все страны разносишь ты
Богатства, свет наук, с дарами
Изящества и простоты!...
Тебя проник Великий Гений,
И обозрев даль и простор
Твоих пучинистых владений,
Остановил внезапно взор...
И рек он: ""здесь да будет город!""
И, мощной волею Петра,
Вот заходил народ как ворот,
И застучали топора!
И скиптроносною десницей,
Сам, плотничий схватив топор,
Сруб первый положил столице,
Стихиям всем на перекор;
И силой творческой, в мгновенье,
Болотный кряж окаменел,
Воздвигся град, — и, в удивленьи,
Свет чудо новое узрел! — ",iambos
5772,5773,P_933,P_933_7,"Еще свежо так это время;
Едва столетье протекло,
И самых очевидцев племя
Недавно со свету сошло:
Досель еще, как след горячий,
Укажут многие, где встарь
Стояли хижины рыбачьи;
И домик тот, в котором Царь,
Небес изведывая тайны,
О благе царства помышлял,
И зиждя град необычайный,
Сам план ему предначертал — 
Досель еще стоит у брега
Быстротекущих Невских вод;
От бурного времен набега
Одет в бревенчатый кивот. —",iambos
5773,5774,P_933,P_933_8,"Что если б вдруг теперь. Ты ожил,
Великий Петр! И бросил взгляд,
Как Твой Праправнук блеск умножил
И дивно Твой украсил град,
И как широко Он пределы
Раздвинул скипетром твоим;
Ты рек бы: ""благо! Помысл смелый,
Как я желал, исполнен им!""",iambos
5774,5775,P_934,P_934_1,"<I>
Моя лазурь, лазурь святая,
Высоко там из чудных вод,
В шатёр мирам, в раздольный свод
Рукой могучей отлитая —
Скажи зачем во все века
Ты так дивна и глубока? —",dolnik2
5775,5776,P_934,P_934_2,"Я вся за тем сквозясь редею
И тайны радостной полна,
Чтобы земные племена,
Смотря на высь душой своею,
Легко поверить бы могли:
Что много сладкого вдали!",iambos
5776,5777,P_934,P_934_3,"<II>
Мои атласистые травы,
Мои ковры, мои шелки,
Тканье властительской руки,
Мои ветвитстые дубравы,
Зачем, зачем вы для души
Так непостижно хороши?",iambos
5777,5778,P_934,P_934_4,"Мы зеленеемся так мило,
Мы так роскошливо щедры
На ароматные пиры, —
За тем, чтоб весело вам было
Идти в родную благодать,
Надеясь ею обладать.",iambos
5778,5779,P_934,P_934_5,"<III>
Мои разлитые рубины,
Топазы, розы, янтари,
Моя игра моей зари — 
Зачем по скату сей вершины
Дождить отрадой красоты,
Моя хорошенькая ты?",iambos
5779,5780,P_934,P_934_6,"Я льюся розовым пожаром,
И хорошею чистотой,
И вся горю в красе святой
Алмазом, золотом и жаром — 
Чтоб те, кому должно идти
Любили светлые пути!",dolnik3
5780,5781,P_935,P_935_1,"Тебе певцу, тебе герою! 
Не удалось мне за тобою 
При громе пушечном, в огне 
Скакать на бешеном коне. 
Наездник смирного пегаса, 
Носил я старого парнаса 
Из моды вышедший мундир: 
Но и по этой службе трудной, 
И тут - о мой наездник чудный, 
Ты мой отец и командир. 
Вот мой Пугач: при первом взгляде 
Он виден: плут, казак прямой; 
В передовом твоем отряде 
Урядник был бы он лихой.",iambos
5781,5782,P_936,P_936_1,"В края далекие, под небеса чужие 
Хотите вы с собой на память перенесть 
О ближних, о стране живую весть, 
Чтоб стих мой сердцу мог, в минуты неземные, 
Как верный часовой, откликнуться: Россия! 
Когда беда придет, иль просто как-нибудь 
Тоской по родине заноет ваша грудь, 
Не ждите от меня вы радостного слова; 
Под свежим трауром печального покрова, 
Сложив с главы своей венок блестящих роз 
От речи радостной, от песни вдохновенной 
Отвыкла муза: ей над урной драгоценной 
Отныне суждено быть музой вечных слез. 
Одною думою, одним событьем полный, 
Когда на чуждый брег вас переносят волны 
И звуки родины должны в последний раз 
Печально врезаться и отозваться в вас, 
На память и в завет о прошлом мире новом 
Я вас напутствую единым скорбным словом, 
Затем, что скорбь моя превыше сил моих; 
И верный памятник сердечных слез и стона 
Вам затвердит одно рыдающий мой стих: 
Что яркая звезда с родного небосклона 
Внезапно сорвана средь бури роковой, 
Что песни лучшие поэзии родной 
Внезапно замерли на лире онемелой, 
Что пал во всей поре красы и славы зрелой 
Наш лавр, наш вещий лавр, услада наших дней, 
Который трепетом и сладкозвучным шумом 
От сна воспрянувших пророческих ветвей 
Вещал глагол Богов на Севере угрюмом, 
Что навсегда умолк любимый наш поэт, 
Что скорбь постигла нас, что Пушкина уж нет.",iambos
5782,5783,P_937,P_937_1,"Была пора: наш праздник молодой 
Сиял, шумел и розами венчался, 
И с песнями бокалов звон мешался, 
И тесною сидели мы толпой. 
Тогда, душой беспечные невежды, 
Мы жили все и легче и смелей, 
Мы пили все за здравие Надежды 
И Юности и всех ее затей.",iambos
5783,5784,P_937,P_937_2,"Теперь не то: разгульный праздник наш 
С приходом лет, как мы, перебесился; 
Он присмирел, утих, остепенился; 
Стал глуше звон его заздравных чаш; 
Меж нами речь не так игриво льется, 
Просторнее, грустнее мы сидим; 
И реже смех средь песен раздается; 
И чаще мы вздыхаем и молчим.",iambos
5784,5785,P_937,P_937_3,"Всему пора: уж двадцать пятый раз 
Мы празднуем лицея день заветный. 
Прошли года чредою незаметной, 
И как они переменили нас! 
Недаром -- нет! -- промчалась четверть века; 
Не сетуйте: таков судьбы закон; 
Вращается весь мир вкруг человека, 
Ужель один недвижим будет он?",iambos
5785,5786,P_937,P_937_4,"Припомните, о други, с той поры, 
Когда наш круг судьбы соединили, 
Чему, чему свидетели мы были!.. 
Игралища таинственной игры, 
Металися смущенные народы; 
И высились и падали цари; 
И кровь людей то славы, то свободы, 
То гордости багрила алтари.",iambos
5786,5787,P_937,P_937_5,"Вы помните: когда возник Лицей, 
Как Царь для нас открыл чертог Царицын, 
И мы пришли, и встретил нас Куницын 
Приветствием меж царственных гостей; 
Тогда гроза двенадцатого года 
Еще спала, еще Наполеон 
Не испытал великого народа, 
Еще грозил и колебался он.",iambos
5787,5788,P_937,P_937_6,"Вы помните: текла за ратью рать; 
Со старшими мы братьями прощались, 
И в сень наук с досадой возвращались, 
Завидуя тому, кто умирать 
Шел мимо нас... И племена сразились, 
Русь обняла кичливого врага, 
И заревом Московским озарились 
Его полкам готовые снега.",iambos
5788,5789,P_937,P_937_7,"Вы помните, как наш Агамемнон 
Из пленного Парижа к нам примчался. 
Какой восторг тогда пред Ним раздался! 
Как был велик, как был прекрасен Он, 
Народов друг, спаситель их свободы! 
Вы помните, как оживились вдруг 
Сии сады, сии живые воды, 
Где проводил Он славный свой досуг!",iambos
