"","text_id","A_ID","author_text","author_sign","text_title","text_subtitle","first_line","year","path_text","source_text","COL_ID","corpus"
"3827","C_633__61","A_218","Крылов И.А.","Крылов И.","Свинья","","Свинья на барский двор когда - то затесалась;","1835","../../data/corpus1835/collections/raw_texts/separated_cols_texts//C_633__61.txt","Крылов И.А. Басни Ивана Крылова : В 8 кн. 30-я тысяча.. СПб.: Смирдина, 1835. C. 112","","col"
"3828","C_633__62","A_218","Крылов И.А.","Крылов И.","Муха и дорожные","","В Июле, в самый зной, в полуденную пору,","1835","../../data/corpus1835/collections/raw_texts/separated_cols_texts//C_633__62.txt","Крылов И.А. Басни Ивана Крылова : В 8 кн. 30-я тысяча.. СПб.: Смирдина, 1835. C. 113-115","","col"
"3829","C_633__63","A_218","Крылов И.А.","Крылов И.","Орел и паук","","За облака Орел","1835","../../data/corpus1835/collections/raw_texts/separated_cols_texts//C_633__63.txt","Крылов И.А. Басни Ивана Крылова : В 8 кн. 30-я тысяча.. СПб.: Смирдина, 1835. C. 115-116","","col"
"3830","C_633__64","A_218","Крылов И.А.","Крылов И.","Лань и дервиш","","Младая Лань, своих лишась любезных чад,","1835","../../data/corpus1835/collections/raw_texts/separated_cols_texts//C_633__64.txt","Крылов И.А. Басни Ивана Крылова : В 8 кн. 30-я тысяча.. СПб.: Смирдина, 1835. C. 117","","col"
"3831","C_633__65","A_218","Крылов И.А.","Крылов И.","Собака","","У барина была Собака шаловлива,","1835","../../data/corpus1835/collections/raw_texts/separated_cols_texts//C_633__65.txt","Крылов И.А. Басни Ивана Крылова : В 8 кн. 30-я тысяча.. СПб.: Смирдина, 1835. C. 118","","col"
"3832","C_633__66","A_218","Крылов И.А.","Крылов И.","Орел и крот","","Не презирай совета ничьего.","1835","../../data/corpus1835/collections/raw_texts/separated_cols_texts//C_633__66.txt","Крылов И.А. Басни Ивана Крылова : В 8 кн. 30-я тысяча.. СПб.: Смирдина, 1835. C. 119-120","","col"
"3833","C_633__67","A_218","Крылов И.А.","Крылов И.","Квартет","","Проказница - Мартышка,","1835","../../data/corpus1835/collections/raw_texts/separated_cols_texts//C_633__67.txt","Крылов И.А. Басни Ивана Крылова : В 8 кн. 30-я тысяча.. СПб.: Смирдина, 1835. C. 123-125","","col"
"3834","C_633__68","A_218","Крылов И.А.","Крылов И.","Листы и корни","","В прекрасный летний день,","1835","../../data/corpus1835/collections/raw_texts/separated_cols_texts//C_633__68.txt","Крылов И.А. Басни Ивана Крылова : В 8 кн. 30-я тысяча.. СПб.: Смирдина, 1835. C. 125-126","","col"
"3835","C_633__69","A_218","Крылов И.А.","Крылов И.","Волк и лисица","","Охотно мы дарим,","1835","../../data/corpus1835/collections/raw_texts/separated_cols_texts//C_633__69.txt","Крылов И.А. Басни Ивана Крылова : В 8 кн. 30-я тысяча.. СПб.: Смирдина, 1835. C. 127","","col"
"3836","C_633__70","A_218","Крылов И.А.","Крылов И.","Бумажный змей","","Запущенный под облака,","1835","../../data/corpus1835/collections/raw_texts/separated_cols_texts//C_633__70.txt","Крылов И.А. Басни Ивана Крылова : В 8 кн. 30-я тысяча.. СПб.: Смирдина, 1835. C. 128","","col"
"3837","C_633__71","A_218","Крылов И.А.","Крылов И.","Лебедь, щука и рак","","Когда в товарищах согласья нет,","1835","../../data/corpus1835/collections/raw_texts/separated_cols_texts//C_633__71.txt","Крылов И.А. Басни Ивана Крылова : В 8 кн. 30-я тысяча.. СПб.: Смирдина, 1835. C. 129","","col"
"3838","C_633__72","A_218","Крылов И.А.","Крылов И.","Скворец","","У всякого талант есть свой:","1835","../../data/corpus1835/collections/raw_texts/separated_cols_texts//C_633__72.txt","Крылов И.А. Басни Ивана Крылова : В 8 кн. 30-я тысяча.. СПб.: Смирдина, 1835. C. 129-130","","col"
"3839","C_633__73","A_218","Крылов И.А.","Крылов И.","Пруд и река","","""Что это"", говорил Реке соседний Пруд:","1835","../../data/corpus1835/collections/raw_texts/separated_cols_texts//C_633__73.txt","Крылов И.А. Басни Ивана Крылова : В 8 кн. 30-я тысяча.. СПб.: Смирдина, 1835. C. 131-132","","col"
"3840","C_633__74","A_218","Крылов И.А.","Крылов И.","Тришкин кафтан","","У Тришки на локтях кафтан продрался.","1835","../../data/corpus1835/collections/raw_texts/separated_cols_texts//C_633__74.txt","Крылов И.А. Басни Ивана Крылова : В 8 кн. 30-я тысяча.. СПб.: Смирдина, 1835. C. 133","","col"
"3841","C_633__75","A_218","Крылов И.А.","Крылов И.","Механик","","Какой - то молодец купил огромный дом,","1835","../../data/corpus1835/collections/raw_texts/separated_cols_texts//C_633__75.txt","Крылов И.А. Басни Ивана Крылова : В 8 кн. 30-я тысяча.. СПб.: Смирдина, 1835. C. 134-135","","col"
"3842","C_633__76","A_218","Крылов И.А.","Крылов И.","Пожар и алмаз","","Из малой искры став пожаром,","1835","../../data/corpus1835/collections/raw_texts/separated_cols_texts//C_633__76.txt","Крылов И.А. Басни Ивана Крылова : В 8 кн. 30-я тысяча.. СПб.: Смирдина, 1835. C. 135-136","","col"
"3843","C_633__77","A_218","Крылов И.А.","Крылов И.","Пустынник и медведь","","Хотя услуга нам при ну́жде дорога́,","1835","../../data/corpus1835/collections/raw_texts/separated_cols_texts//C_633__77.txt","Крылов И.А. Басни Ивана Крылова : В 8 кн. 30-я тысяча.. СПб.: Смирдина, 1835. C. 137-140","","col"
"3844","C_633__78","A_218","Крылов И.А.","Крылов И.","Цветы","","В отворенном окне богатого покоя,","1835","../../data/corpus1835/collections/raw_texts/separated_cols_texts//C_633__78.txt","Крылов И.А. Басни Ивана Крылова : В 8 кн. 30-я тысяча.. СПб.: Смирдина, 1835. C. 140-141","","col"
"3845","C_633__79","A_218","Крылов И.А.","Крылов И.","Крестьянин и змея","","Змея к Крестьянину пришла проситься в дом,","1835","../../data/corpus1835/collections/raw_texts/separated_cols_texts//C_633__79.txt","Крылов И.А. Басни Ивана Крылова : В 8 кн. 30-я тысяча.. СПб.: Смирдина, 1835. C. 141-142","","col"
"3846","C_633__80","A_218","Крылов И.А.","Крылов И.","Крестьянин и разбойник","","Крестьянин, заводясь домком,","1835","../../data/corpus1835/collections/raw_texts/separated_cols_texts//C_633__80.txt","Крылов И.А. Басни Ивана Крылова : В 8 кн. 30-я тысяча.. СПб.: Смирдина, 1835. C. 143","","col"
"3847","C_633__81","A_218","Крылов И.А.","Крылов И.","Любопытный","","""Приятель дорогой, здорово! Где ты был?"" —","1835","../../data/corpus1835/collections/raw_texts/separated_cols_texts//C_633__81.txt","Крылов И.А. Басни Ивана Крылова : В 8 кн. 30-я тысяча.. СПб.: Смирдина, 1835. C. 144","","col"
"3848","C_633__82","A_218","Крылов И.А.","Крылов И.","Лев на ловле","","Собака, Лев, да Волк с Лисой","1835","../../data/corpus1835/collections/raw_texts/separated_cols_texts//C_633__82.txt","Крылов И.А. Басни Ивана Крылова : В 8 кн. 30-я тысяча.. СПб.: Смирдина, 1835. C. 145-146","","col"
"3849","C_633__83","A_218","Крылов И.А.","Крылов И.","Конь и всадник","","Какой - то Всадник так Коня себе нашколил,","1835","../../data/corpus1835/collections/raw_texts/separated_cols_texts//C_633__83.txt","Крылов И.А. Басни Ивана Крылова : В 8 кн. 30-я тысяча.. СПб.: Смирдина, 1835. C. 146-148","","col"
"3850","C_633__84","A_218","Крылов И.А.","Крылов И.","Крестьяне и река","","Крестьяне, вышед из терпенья","1835","../../data/corpus1835/collections/raw_texts/separated_cols_texts//C_633__84.txt","Крылов И.А. Басни Ивана Крылова : В 8 кн. 30-я тысяча.. СПб.: Смирдина, 1835. C. 148-149","","col"
"3851","C_633__85","A_218","Крылов И.А.","Крылов И.","Добрая лисица","","Стрелок весной малиновку убил.","1835","../../data/corpus1835/collections/raw_texts/separated_cols_texts//C_633__85.txt","Крылов И.А. Басни Ивана Крылова : В 8 кн. 30-я тысяча.. СПб.: Смирдина, 1835. C. 149-151","","col"
"3852","C_633__86","A_218","Крылов И.А.","Крылов И.","Мирская сходка","","Какой порядок ни затей,","1835","../../data/corpus1835/collections/raw_texts/separated_cols_texts//C_633__86.txt","Крылов И.А. Басни Ивана Крылова : В 8 кн. 30-я тысяча.. СПб.: Смирдина, 1835. C. 152","","col"
"3853","C_633__87","A_218","Крылов И.А.","Крылов И.","Демьянова уха","","""Соседушка, мой свет!","1835","../../data/corpus1835/collections/raw_texts/separated_cols_texts//C_633__87.txt","Крылов И.А. Басни Ивана Крылова : В 8 кн. 30-я тысяча.. СПб.: Смирдина, 1835. C. 155-156","","col"
"3854","C_633__88","A_218","Крылов И.А.","Крылов И.","Мышь и крыса","","""Соседка, слышала ль ты добрую молву?""","1835","../../data/corpus1835/collections/raw_texts/separated_cols_texts//C_633__88.txt","Крылов И.А. Басни Ивана Крылова : В 8 кн. 30-я тысяча.. СПб.: Смирдина, 1835. C. 157","","col"
"3855","C_633__89","A_218","Крылов И.А.","Крылов И.","Чиж и голубь","","Чижа захлопнула злодейка - западня:","1835","../../data/corpus1835/collections/raw_texts/separated_cols_texts//C_633__89.txt","Крылов И.А. Басни Ивана Крылова : В 8 кн. 30-я тысяча.. СПб.: Смирдина, 1835. C. 158","","col"
"3856","C_633__90","A_218","Крылов И.А.","Крылов И.","Водолазы","","Какой - то древний царь впал в страшное сомненье:","1835","../../data/corpus1835/collections/raw_texts/separated_cols_texts//C_633__90.txt","Крылов И.А. Басни Ивана Крылова : В 8 кн. 30-я тысяча.. СПб.: Смирдина, 1835. C. 158-162","","col"
"3857","C_633__91","A_218","Крылов И.А.","Крылов И.","Госпожа и две служанки","","У Барыни, старушки кропотливой,","1835","../../data/corpus1835/collections/raw_texts/separated_cols_texts//C_633__91.txt","Крылов И.А. Басни Ивана Крылова : В 8 кн. 30-я тысяча.. СПб.: Смирдина, 1835. C. 163-164","","col"
"3858","C_633__92","A_218","Крылов И.А.","Крылов И.","Камень и червяк","","""Как расшумелся здесь! Какой невежа!""","1835","../../data/corpus1835/collections/raw_texts/separated_cols_texts//C_633__92.txt","Крылов И.А. Басни Ивана Крылова : В 8 кн. 30-я тысяча.. СПб.: Смирдина, 1835. C. 165","","col"
"3859","C_633__93","A_218","Крылов И.А.","Крылов И.","Медведь у пчел","","Когда - то, о весне, зверями","1835","../../data/corpus1835/collections/raw_texts/separated_cols_texts//C_633__93.txt","Крылов И.А. Басни Ивана Крылова : В 8 кн. 30-я тысяча.. СПб.: Смирдина, 1835. C. 166","","col"
"3860","C_633__94","A_218","Крылов И.А.","Крылов И.","Зеркало и обезьяна","","Мартышка, в Зеркале увидя образ свой.","1835","../../data/corpus1835/collections/raw_texts/separated_cols_texts//C_633__94.txt","Крылов И.А. Басни Ивана Крылова : В 8 кн. 30-я тысяча.. СПб.: Смирдина, 1835. C. 167","","col"
"3861","C_633__95","A_218","Крылов И.А.","Крылов И.","Комар и пастух","","Пастух под тенью спал, наделся на псов,","1835","../../data/corpus1835/collections/raw_texts/separated_cols_texts//C_633__95.txt","Крылов И.А. Басни Ивана Крылова : В 8 кн. 30-я тысяча.. СПб.: Смирдина, 1835. C. 168","","col"
"3862","C_633__96","A_218","Крылов И.А.","Крылов И.","Крестьянин и смерть","","Набрав валежнику порой холодной, зимной,","1835","../../data/corpus1835/collections/raw_texts/separated_cols_texts//C_633__96.txt","Крылов И.А. Басни Ивана Крылова : В 8 кн. 30-я тысяча.. СПб.: Смирдина, 1835. C. 169-170","","col"
"3863","C_633__97","A_218","Крылов И.А.","Крылов И.","Рыцарь","","Какой - то Рыцарь встарину,","1835","../../data/corpus1835/collections/raw_texts/separated_cols_texts//C_633__97.txt","Крылов И.А. Басни Ивана Крылова : В 8 кн. 30-я тысяча.. СПб.: Смирдина, 1835. C. 171-172","","col"
"3864","C_633__98","A_218","Крылов И.А.","Крылов И.","Тень и человек","","Шалун какой - то тень свою хотел поймать:","1835","../../data/corpus1835/collections/raw_texts/separated_cols_texts//C_633__98.txt","Крылов И.А. Басни Ивана Крылова : В 8 кн. 30-я тысяча.. СПб.: Смирдина, 1835. C. 172","","col"
"3865","C_633__99","A_218","Крылов И.А.","Крылов И.","Крестьянин и топор","","Мужик, избу рубя, на свой Топор озлился;","1835","../../data/corpus1835/collections/raw_texts/separated_cols_texts//C_633__99.txt","Крылов И.А. Басни Ивана Крылова : В 8 кн. 30-я тысяча.. СПб.: Смирдина, 1835. C. 173","","col"
"3866","C_633__100","A_218","Крылов И.А.","Крылов И.","Лев и волк","","Лев убирал за завтраком ягнёнка;","1835","../../data/corpus1835/collections/raw_texts/separated_cols_texts//C_633__100.txt","Крылов И.А. Басни Ивана Крылова : В 8 кн. 30-я тысяча.. СПб.: Смирдина, 1835. C. 174","","col"
"3867","C_633__101","A_218","Крылов И.А.","Крылов И.","Собака, человек, кошка и сокол","","Собака, Человек, да Кошка, да Сокол","1835","../../data/corpus1835/collections/raw_texts/separated_cols_texts//C_633__101.txt","Крылов И.А. Басни Ивана Крылова : В 8 кн. 30-я тысяча.. СПб.: Смирдина, 1835. C. 175-176","","col"
"3868","C_633__102","A_218","Крылов И.А.","Крылов И.","Подагра и паук","","Подагру с Пауком сам ад на свет родил:","1835","../../data/corpus1835/collections/raw_texts/separated_cols_texts//C_633__102.txt","Крылов И.А. Басни Ивана Крылова : В 8 кн. 30-я тысяча.. СПб.: Смирдина, 1835. C. 177-180","","col"
"3869","C_633__103","A_218","Крылов И.А.","Крылов И.","Лев и лисица","","Лиса, не видя сроду Льва,","1835","../../data/corpus1835/collections/raw_texts/separated_cols_texts//C_633__103.txt","Крылов И.А. Басни Ивана Крылова : В 8 кн. 30-я тысяча.. СПб.: Смирдина, 1835. C. 180","","col"
"3870","C_633__104","A_218","Крылов И.А.","Крылов И.","Хмель","","Хмель выбежал на огороде","1835","../../data/corpus1835/collections/raw_texts/separated_cols_texts//C_633__104.txt","Крылов И.А. Басни Ивана Крылова : В 8 кн. 30-я тысяча.. СПб.: Смирдина, 1835. C. 181-182","","col"
"3871","C_633__105","A_218","Крылов И.А.","Крылов И.","Слон в случае","","Когда - то в случай Слон попал у Льва.","1835","../../data/corpus1835/collections/raw_texts/separated_cols_texts//C_633__105.txt","Крылов И.А. Басни Ивана Крылова : В 8 кн. 30-я тысяча.. СПб.: Смирдина, 1835. C. 182-183","","col"
"3872","C_633__106","A_218","Крылов И.А.","Крылов И.","Туча","","Над изнуренною от зноя стороною","1835","../../data/corpus1835/collections/raw_texts/separated_cols_texts//C_633__106.txt","Крылов И.А. Басни Ивана Крылова : В 8 кн. 30-я тысяча.. СПб.: Смирдина, 1835. C. 183","","col"
"3873","C_633__107","A_218","Крылов И.А.","Крылов И.","Клеветник и змея","","Напрасно про бесов болтают,","1835","../../data/corpus1835/collections/raw_texts/separated_cols_texts//C_633__107.txt","Крылов И.А. Басни Ивана Крылова : В 8 кн. 30-я тысяча.. СПб.: Смирдина, 1835. C. 184-185","","col"
"3874","C_633__108","A_218","Крылов И.А.","Крылов И.","Фортуна и нищий","","С истертою и ветхою сумой","1835","../../data/corpus1835/collections/raw_texts/separated_cols_texts//C_633__108.txt","Крылов И.А. Басни Ивана Крылова : В 8 кн. 30-я тысяча.. СПб.: Смирдина, 1835. C. 185-187","","col"
"3875","C_633__109","A_218","Крылов И.А.","Крылов И.","Лягушка и Юпитер","","Живущая в болоте, под горой,","1835","../../data/corpus1835/collections/raw_texts/separated_cols_texts//C_633__109.txt","Крылов И.А. Басни Ивана Крылова : В 8 кн. 30-я тысяча.. СПб.: Смирдина, 1835. C. 187-188","","col"
"3876","C_633__110","A_218","Крылов И.А.","Крылов И.","Лиса-строитель","","Какой - то Лев большой охотник был до кур;","1835","../../data/corpus1835/collections/raw_texts/separated_cols_texts//C_633__110.txt","Крылов И.А. Басни Ивана Крылова : В 8 кн. 30-я тысяча.. СПб.: Смирдина, 1835. C. 189-190","","col"
"3877","C_633__111","A_218","Крылов И.А.","Крылов И.","Напраслина","","Как часто что - нибудь мы сделавши худого,","1835","../../data/corpus1835/collections/raw_texts/separated_cols_texts//C_633__111.txt","Крылов И.А. Басни Ивана Крылова : В 8 кн. 30-я тысяча.. СПб.: Смирдина, 1835. C. 190-192","","col"
"3878","C_633__112","A_218","Крылов И.А.","Крылов И.","Фортуна в гостях","","На укоризну мы Фортуне тароваты;","1835","../../data/corpus1835/collections/raw_texts/separated_cols_texts//C_633__112.txt","Крылов И.А. Басни Ивана Крылова : В 8 кн. 30-я тысяча.. СПб.: Смирдина, 1835. C. 192-194","","col"
"3879","C_633__113","A_218","Крылов И.А.","Крылов И.","Волк и пастухи","","Волк, близко обходя пастуший двор","1835","../../data/corpus1835/collections/raw_texts/separated_cols_texts//C_633__113.txt","Крылов И.А. Басни Ивана Крылова : В 8 кн. 30-я тысяча.. СПб.: Смирдина, 1835. C. 197","","col"
"3880","C_633__114","A_218","Крылов И.А.","Крылов И.","Кукушка и горлинка","","Кукушка на суку печально куковала.","1835","../../data/corpus1835/collections/raw_texts/separated_cols_texts//C_633__114.txt","Крылов И.А. Басни Ивана Крылова : В 8 кн. 30-я тысяча.. СПб.: Смирдина, 1835. C. 198-199","","col"
"3881","C_633__115","A_218","Крылов И.А.","Крылов И.","Гребень","","Дитяти маменька расчесывать головку","1835","../../data/corpus1835/collections/raw_texts/separated_cols_texts//C_633__115.txt","Крылов И.А. Басни Ивана Крылова : В 8 кн. 30-я тысяча.. СПб.: Смирдина, 1835. C. 199-200","","col"
"3882","C_633__116","A_218","Крылов И.А.","Крылов И.","Скупой и курица","","Скупой теряет всё, желая всё достать.","1835","../../data/corpus1835/collections/raw_texts/separated_cols_texts//C_633__116.txt","Крылов И.А. Басни Ивана Крылова : В 8 кн. 30-я тысяча.. СПб.: Смирдина, 1835. C. 201","","col"
"3883","C_633__117","A_218","Крылов И.А.","Крылов И.","Две бочки","","Две Бочки ехали; одна с вином,","1835","../../data/corpus1835/collections/raw_texts/separated_cols_texts//C_633__117.txt","Крылов И.А. Басни Ивана Крылова : В 8 кн. 30-я тысяча.. СПб.: Смирдина, 1835. C. 202","","col"
"3884","C_633__118","A_218","Крылов И.А.","Крылов И.","Алкид","","Алкид, Алкмены сын,","1835","../../data/corpus1835/collections/raw_texts/separated_cols_texts//C_633__118.txt","Крылов И.А. Басни Ивана Крылова : В 8 кн. 30-я тысяча.. СПб.: Смирдина, 1835. C. 203","","col"
"3885","C_633__119","A_218","Крылов И.А.","Крылов И.","Апеллес и осленок","","Кто самолюбием чрезмеру поражен,","1835","../../data/corpus1835/collections/raw_texts/separated_cols_texts//C_633__119.txt","Крылов И.А. Басни Ивана Крылова : В 8 кн. 30-я тысяча.. СПб.: Смирдина, 1835. C. 204","","col"
"3886","C_633__120","A_218","Крылов И.А.","Крылов И.","Охотник","","Как часто говорят в делах: еще успею.","1835","../../data/corpus1835/collections/raw_texts/separated_cols_texts//C_633__120.txt","Крылов И.А. Басни Ивана Крылова : В 8 кн. 30-я тысяча.. СПб.: Смирдина, 1835. C. 205-206","","col"
"3887","C_633__121","A_218","Крылов И.А.","Крылов И.","Мальчик и змея","","Мальчишка, думая поймать угря,","1835","../../data/corpus1835/collections/raw_texts/separated_cols_texts//C_633__121.txt","Крылов И.А. Басни Ивана Крылова : В 8 кн. 30-я тысяча.. СПб.: Смирдина, 1835. C. 206-207","","col"
"3888","C_633__122","A_218","Крылов И.А.","Крылов И.","Пловец и море","","На берег выброшен кипящею волной,","1835","../../data/corpus1835/collections/raw_texts/separated_cols_texts//C_633__122.txt","Крылов И.А. Басни Ивана Крылова : В 8 кн. 30-я тысяча.. СПб.: Смирдина, 1835. C. 207","","col"
"3889","C_633__123","A_218","Крылов И.А.","Крылов И.","Осел и мужик","","Мужик на лето в огород","1835","../../data/corpus1835/collections/raw_texts/separated_cols_texts//C_633__123.txt","Крылов И.А. Басни Ивана Крылова : В 8 кн. 30-я тысяча.. СПб.: Смирдина, 1835. C. 208","","col"
"3890","C_633__124","A_218","Крылов И.А.","Крылов И.","Волк и журавль","","Что волки жадны, всякий знает:","1835","../../data/corpus1835/collections/raw_texts/separated_cols_texts//C_633__124.txt","Крылов И.А. Басни Ивана Крылова : В 8 кн. 30-я тысяча.. СПб.: Смирдина, 1835. C. 209-210","","col"
"3891","C_633__125","A_218","Крылов И.А.","Крылов И.","Пчела и мухи","","Две Мухи собрались лететь в чужие кра́и,","1835","../../data/corpus1835/collections/raw_texts/separated_cols_texts//C_633__125.txt","Крылов И.А. Басни Ивана Крылова : В 8 кн. 30-я тысяча.. СПб.: Смирдина, 1835. C. 210-211","","col"
"3892","C_633__126","A_218","Крылов И.А.","Крылов И.","Муравей","","Какой - то Муравей был силы непомерной,","1835","../../data/corpus1835/collections/raw_texts/separated_cols_texts//C_633__126.txt","Крылов И.А. Басни Ивана Крылова : В 8 кн. 30-я тысяча.. СПб.: Смирдина, 1835. C. 212-213","","col"
"3893","C_633__127","A_218","Крылов И.А.","Крылов И.","Пастух и море","","Пастух в Нептуновом соседстве близко жил:","1835","../../data/corpus1835/collections/raw_texts/separated_cols_texts//C_633__127.txt","Крылов И.А. Басни Ивана Крылова : В 8 кн. 30-я тысяча.. СПб.: Смирдина, 1835. C. 214-216","","col"
"3894","C_633__128","A_218","Крылов И.А.","Крылов И.","Крестьянин и змея","","К Крестьянину вползла Змея","1835","../../data/corpus1835/collections/raw_texts/separated_cols_texts//C_633__128.txt","Крылов И.А. Басни Ивана Крылова : В 8 кн. 30-я тысяча.. СПб.: Смирдина, 1835. C. 216","","col"
"3895","C_633__129","A_218","Крылов И.А.","Крылов И.","Лисица и виноград","","Голодная кума Лиса залезла в сад;","1835","../../data/corpus1835/collections/raw_texts/separated_cols_texts//C_633__129.txt","Крылов И.А. Басни Ивана Крылова : В 8 кн. 30-я тысяча.. СПб.: Смирдина, 1835. C. 217-218","","col"
"3896","C_633__130","A_218","Крылов И.А.","Крылов И.","Овцы и собаки","","В каком - то стаде у Овец,","1835","../../data/corpus1835/collections/raw_texts/separated_cols_texts//C_633__130.txt","Крылов И.А. Басни Ивана Крылова : В 8 кн. 30-я тысяча.. СПб.: Смирдина, 1835. C. 218","","col"
"3897","C_633__131","A_218","Крылов И.А.","Крылов И.","Медведь в сетях","","Медведь","1835","../../data/corpus1835/collections/raw_texts/separated_cols_texts//C_633__131.txt","Крылов И.А. Басни Ивана Крылова : В 8 кн. 30-я тысяча.. СПб.: Смирдина, 1835. C. 219-220","","col"
"3898","C_633__132","A_218","Крылов И.А.","Крылов И.","Колос","","На ниве, зыблемый погодой, Колосок,","1835","../../data/corpus1835/collections/raw_texts/separated_cols_texts//C_633__132.txt","Крылов И.А. Басни Ивана Крылова : В 8 кн. 30-я тысяча.. СПб.: Смирдина, 1835. C. 220-221","","col"
"3899","C_633__133","A_218","Крылов И.А.","Крылов И.","Мальчик и червяк","","Не льстись предательством ты счастие сыскать!","1835","../../data/corpus1835/collections/raw_texts/separated_cols_texts//C_633__133.txt","Крылов И.А. Басни Ивана Крылова : В 8 кн. 30-я тысяча.. СПб.: Смирдина, 1835. C. 222-223","","col"
"3900","C_633__134","A_218","Крылов И.А.","Крылов И.","Похороны","","В Египте встарину велось обыкновенье,","1835","../../data/corpus1835/collections/raw_texts/separated_cols_texts//C_633__134.txt","Крылов И.А. Басни Ивана Крылова : В 8 кн. 30-я тысяча.. СПб.: Смирдина, 1835. C. 224","","col"
"3901","C_633__135","A_218","Крылов И.А.","Крылов И.","Трудолюбивый медведь","","Увидя, что мужик, трудяся над дугами,","1835","../../data/corpus1835/collections/raw_texts/separated_cols_texts//C_633__135.txt","Крылов И.А. Басни Ивана Крылова : В 8 кн. 30-я тысяча.. СПб.: Смирдина, 1835. C. 225","","col"
"3902","C_633__136","A_218","Крылов И.А.","Крылов И.","Сочинитель и разбойник","","В жилище мрачное теней","1835","../../data/corpus1835/collections/raw_texts/separated_cols_texts//C_633__136.txt","Крылов И.А. Басни Ивана Крылова : В 8 кн. 30-я тысяча.. СПб.: Смирдина, 1835. C. 226-228","","col"
"3903","C_633__137","A_218","Крылов И.А.","Крылов И.","Ягненок","","Как часто я слыхал такое рассужденье:","1835","../../data/corpus1835/collections/raw_texts/separated_cols_texts//C_633__137.txt","Крылов И.А. Басни Ивана Крылова : В 8 кн. 30-я тысяча.. СПб.: Смирдина, 1835. C. 229-230","","col"
"3904","C_633__138","A_218","Крылов И.А.","Крылов И.","Совет мышей","","Когда - то вздумалось Мышам себя прославить","1835","../../data/corpus1835/collections/raw_texts/separated_cols_texts//C_633__138.txt","Крылов И.А. Басни Ивана Крылова : В 8 кн. 30-я тысяча.. СПб.: Смирдина, 1835. C. 233-235","","col"
"3905","C_633__139","A_218","Крылов И.А.","Крылов И.","Мельник","","У Мельника вода плотину прососала;","1835","../../data/corpus1835/collections/raw_texts/separated_cols_texts//C_633__139.txt","Крылов И.А. Басни Ивана Крылова : В 8 кн. 30-я тысяча.. СПб.: Смирдина, 1835. C. 235-236","","col"
"3906","C_633__140","A_218","Крылов И.А.","Крылов И.","Булыжник и алмаз","","Потерянный Алмаз валялся на пути;","1835","../../data/corpus1835/collections/raw_texts/separated_cols_texts//C_633__140.txt","Крылов И.А. Басни Ивана Крылова : В 8 кн. 30-я тысяча.. СПб.: Смирдина, 1835. C. 237","","col"
"3907","C_633__141","A_218","Крылов И.А.","Крылов И.","Мот и ласточка","","Какой - то молодец,","1835","../../data/corpus1835/collections/raw_texts/separated_cols_texts//C_633__141.txt","Крылов И.А. Басни Ивана Крылова : В 8 кн. 30-я тысяча.. СПб.: Смирдина, 1835. C. 238-239","","col"
"3908","C_633__142","A_218","Крылов И.А.","Крылов И.","Плотичка","","Хоть я и не пророк,","1835","../../data/corpus1835/collections/raw_texts/separated_cols_texts//C_633__142.txt","Крылов И.А. Басни Ивана Крылова : В 8 кн. 30-я тысяча.. СПб.: Смирдина, 1835. C. 239-241","","col"
"3909","C_633__143","A_218","Крылов И.А.","Крылов И.","Крестьянин и змея","","Когда почтен быть хочешь у людей,—","1835","../../data/corpus1835/collections/raw_texts/separated_cols_texts//C_633__143.txt","Крылов И.А. Басни Ивана Крылова : В 8 кн. 30-я тысяча.. СПб.: Смирдина, 1835. C. 242","","col"
"3910","C_633__144","A_218","Крылов И.А.","Крылов И.","Свинья под дубом","","Свинья под Дубом вековым","1835","../../data/corpus1835/collections/raw_texts/separated_cols_texts//C_633__144.txt","Крылов И.А. Басни Ивана Крылова : В 8 кн. 30-я тысяча.. СПб.: Смирдина, 1835. C. 243","","col"
"3911","C_633__145","A_218","Крылов И.А.","Крылов И.","Паук и пчела","","По мне таланты те негодны,","1835","../../data/corpus1835/collections/raw_texts/separated_cols_texts//C_633__145.txt","Крылов И.А. Басни Ивана Крылова : В 8 кн. 30-я тысяча.. СПб.: Смирдина, 1835. C. 244-245","","col"
"3912","C_633__146","A_218","Крылов И.А.","Крылов И.","Лисица и осел","","""Отколе, умная, бредешь ты, голова?""","1835","../../data/corpus1835/collections/raw_texts/separated_cols_texts//C_633__146.txt","Крылов И.А. Басни Ивана Крылова : В 8 кн. 30-я тысяча.. СПб.: Смирдина, 1835. C. 245-246","","col"
"3913","C_633__147","A_218","Крылов И.А.","Крылов И.","Муха и пчела","","В саду, весной, при легком ветерке,","1835","../../data/corpus1835/collections/raw_texts/separated_cols_texts//C_633__147.txt","Крылов И.А. Басни Ивана Крылова : В 8 кн. 30-я тысяча.. СПб.: Смирдина, 1835. C. 246-247","","col"
"3914","C_633__148","A_218","Крылов И.А.","Крылов И.","Змея и овца","","Змея лежала под колодой","1835","../../data/corpus1835/collections/raw_texts/separated_cols_texts//C_633__148.txt","Крылов И.А. Басни Ивана Крылова : В 8 кн. 30-я тысяча.. СПб.: Смирдина, 1835. C. 248","","col"
